Page ID,Title,URL,"Page Views, last 60 days","Description, local","Description, Wikidata",Alias,Label,Size in Bytes,Available languages count,Categories,Category URLs,Page Image Name,Page Image URL,Images,Image URLs,"Location, Latitude","Location, Longitude","Location, Distance to BYU","Location, Name","Location, Type","Location, Country","Location, Region","Location, Globe"
12548466,Papilio maraho,https://en.wikipedia.org/wiki/Papilio_maraho,140,Species of butterfly,species of insect,,['Papilio maraho'],1168,5,,,Papilio_maraho_male_ventral_view_20160423.jpg,https://upload.wikimedia.org/wikipedia/commons/3/32/Papilio_maraho_male_ventral_view_20160423.jpg,"['https://en.wikipedia.org/wiki/File:Papilio_maraho_male_ventral_view_20160423.jpg', 'https://en.wikipedia.org/wiki/File:Papilio_thoas_thoas_MHNT_dos.jpg', 'https://en.wikipedia.org/wiki/File:Status_iucn2.3_NT.svg']","['https://upload.wikimedia.org/wikipedia/commons/3/32/Papilio_maraho_male_ventral_view_20160423.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Papilio_thoas_thoas_MHNT_dos.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Status_iucn2.3_NT.svg']",,,,,,,,
31193874,Dinosaur diet and feeding,https://en.wikipedia.org/wiki/Dinosaur_diet_and_feeding,698,,study of dinosaur diet and feeding behavior,,['dinosaur diet and feeding'],17863,1,,,,,"['https://en.wikipedia.org/wiki/File:Aquila_chrysaetos_1_(Martin_Mecnarowski).jpg', 'https://en.wikipedia.org/wiki/File:Deinonychus_(Raptor_Prey_Restraint).jpg', 'https://en.wikipedia.org/wiki/File:Dinosaur_park_formation_fauna_(cropped-02).png', 'https://en.wikipedia.org/wiki/File:Gorgosaurus_by_johnson_mortimer-da6heas.jpg', 'https://en.wikipedia.org/wiki/File:Saurornitholestes_MOR1.jpg', 'https://en.wikipedia.org/wiki/File:Tyrannoskull.jpg']","['https://upload.wikimedia.org/wikipedia/commons/4/4c/Aquila_chrysaetos_1_%28Martin_Mecnarowski%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Deinonychus_%28Raptor_Prey_Restraint%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Dinosaur_park_formation_fauna_%28cropped-02%29.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Gorgosaurus_by_johnson_mortimer-da6heas.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Saurornitholestes_MOR1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Tyrannoskull.jpg']",,,,,,,,
43524698,Hold'em (film),https://en.wikipedia.org/wiki/Hold%27em_(film),54,2014 American film,2014 film,,"[""Hold'em""]",3068,,,,Holdem_Festival_Poster.jpg,https://upload.wikimedia.org/wikipedia/en/3/32/Holdem_Festival_Poster.jpg,"['https://en.wikipedia.org/wiki/File:Holdem_Festival_Poster.jpg', 'https://en.wikipedia.org/wiki/File:Thrillerfilm.png']","['https://upload.wikimedia.org/wikipedia/en/3/32/Holdem_Festival_Poster.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Thrillerfilm.png']",,,,,,,,
54223592,Xanthorrhoea acanthostachya,https://en.wikipedia.org/wiki/Xanthorrhoea_acanthostachya,94,Species of flowering plant,species of plant,,['Xanthorrhoea acanthostachya'],2832,5,,,Xanthorrhoea_acanthostachya_-_Flickr_-_Kevin_Thiele.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3b/Xanthorrhoea_acanthostachya_-_Flickr_-_Kevin_Thiele.jpg,"['https://en.wikipedia.org/wiki/File:Red_Pencil_Icon.png', 'https://en.wikipedia.org/wiki/File:Xanthorrhoea_acanthostachya_-_Flickr_-_Kevin_Thiele.jpg']","['https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Xanthorrhoea_acanthostachya_-_Flickr_-_Kevin_Thiele.jpg']",,,,,,,,
10128957,1851 in Ireland,https://en.wikipedia.org/wiki/1851_in_Ireland,605,List of events,Ireland-related events during the year of 1851,,['1851 in Ireland'],3718,1,"['1850s in Ireland', '1851 by country', '1851 in Europe', '1851 in Ireland', '1851 in the United Kingdom', 'Years of the 19th century in Ireland']","['https://en.wikipedia.org/wiki/Category:1850s_in_Ireland', 'https://en.wikipedia.org/wiki/Category:1851_by_country', 'https://en.wikipedia.org/wiki/Category:1851_in_Europe', 'https://en.wikipedia.org/wiki/Category:1851_in_Ireland', 'https://en.wikipedia.org/wiki/Category:1851_in_the_United_Kingdom', 'https://en.wikipedia.org/wiki/Category:Years_of_the_19th_century_in_Ireland']",,,"['https://en.wikipedia.org/wiki/File:Blank_Ireland.svg', 'https://en.wikipedia.org/wiki/File:Ireland_population_change_1841_1851.png', 'https://en.wikipedia.org/wiki/File:Question_book-new.svg']","['https://upload.wikimedia.org/wikipedia/commons/8/8e/Blank_Ireland.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Ireland_population_change_1841_1851.png', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg']",,,,,,,,
17158750,Loretto Petrucci,https://en.wikipedia.org/wiki/Loretto_Petrucci,35,Italian cyclist,Italian road bicycle racer,,['Loretto Petrucci'],2076,13,"['1929 births', '2016 deaths', 'Challenge Desgrange-Colombo winners', 'Italian cycling biography, 1920s birth stubs']","['https://en.wikipedia.org/wiki/Category:1929_births', 'https://en.wikipedia.org/wiki/Category:2016_deaths', 'https://en.wikipedia.org/wiki/Category:Challenge_Desgrange-Colombo_winners', 'https://en.wikipedia.org/wiki/Category:Italian_cycling_biography,_1920s_birth_stubs']",,,"['https://en.wikipedia.org/wiki/File:Crystal_Clear_app_Login_Manager_2.png', 'https://en.wikipedia.org/wiki/File:Cycling_(road)_pictogram.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Italy.svg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg']","['https://upload.wikimedia.org/wikipedia/en/c/c2/Crystal_Clear_app_Login_Manager_2.png', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Cycling_%28road%29_pictogram.svg', 'https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']",,,,,,,,
20934921,Patrick Egan (Irish politician),https://en.wikipedia.org/wiki/Patrick_Egan_(Irish_politician),5,,Irish politician,,['Patrick Egan'],1090,1,,,,,"['https://en.wikipedia.org/wiki/File:Ireland_politic_personality_icon.svg', 'https://en.wikipedia.org/wiki/File:Oireachtas_logo.svg']","['https://upload.wikimedia.org/wikipedia/commons/4/40/Ireland_politic_personality_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Oireachtas_logo.svg']",,,,,,,,
34334094,Rappadikalude Gatha,https://en.wikipedia.org/wiki/Rappadikalude_Gatha,577,1978 Indian film,1978 film by K. G. George,,['Rappadikalude Gatha'],3492,1,,,,,['https://en.wikipedia.org/wiki/File:India_film_clapperboard_(variant).svg'],['https://upload.wikimedia.org/wikipedia/commons/a/a6/India_film_clapperboard_%28variant%29.svg'],,,,,,,,
38793749,LExEN,https://en.wikipedia.org/wiki/LExEN,85,,,,['LExEN'],5255,,,,,,,,,,,,,,,
3596485,List of European literatures,https://en.wikipedia.org/wiki/List_of_European_literatures,909,,Wikimedia list article,,['list of European literatures'],4878,1,['European literature'],['https://en.wikipedia.org/wiki/Category:European_literature'],,,['https://en.wikipedia.org/wiki/File:Books-aj.svg_aj_ashton_01.svg'],['https://upload.wikimedia.org/wikipedia/commons/4/4b/Books-aj.svg_aj_ashton_01.svg'],,,,,,,,
4752339,Thomas Ridout (politician),https://en.wikipedia.org/wiki/Thomas_Ridout_(politician),51,Canadian politician (1754-1829),Canadian politician,,['Thomas Ridout'],5601,,"['1754 births', '1829 deaths', 'Canadian justices of the peace', 'English emigrants to pre-Confederation Ontario', 'Immigrants to Upper Canada', 'Members of the Legislative Assembly of Upper Canada', 'Members of the Legislative Council of Upper Canada', 'People from Sherborne']","['https://en.wikipedia.org/wiki/Category:1754_births', 'https://en.wikipedia.org/wiki/Category:1829_deaths', 'https://en.wikipedia.org/wiki/Category:Canadian_justices_of_the_peace', 'https://en.wikipedia.org/wiki/Category:English_emigrants_to_pre-Confederation_Ontario', 'https://en.wikipedia.org/wiki/Category:Immigrants_to_Upper_Canada', 'https://en.wikipedia.org/wiki/Category:Members_of_the_Legislative_Assembly_of_Upper_Canada', 'https://en.wikipedia.org/wiki/Category:Members_of_the_Legislative_Council_of_Upper_Canada', 'https://en.wikipedia.org/wiki/Category:People_from_Sherborne']",Thomas_Ridout.png,https://upload.wikimedia.org/wikipedia/commons/b/b2/Thomas_Ridout.png,"['https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg', 'https://en.wikipedia.org/wiki/File:Text_document_with_red_question_mark.svg', 'https://en.wikipedia.org/wiki/File:Thomas_Ridout.png']","['https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Thomas_Ridout.png']",,,,,,,,
6184373,Madaura,https://en.wikipedia.org/wiki/Madaura,51,Topics referred to by the same term,Wikimedia disambiguation page,,['Madaura'],232,,['Disambiguation pages'],['https://en.wikipedia.org/wiki/Category:Disambiguation_pages'],,,['https://en.wikipedia.org/wiki/File:Disambig_gray.svg'],['https://upload.wikimedia.org/wikipedia/en/5/5f/Disambig_gray.svg'],,,,,,,,
13902556,Te Pōhue,https://en.wikipedia.org/wiki/Te_P%C5%8Dhue,61,Place in New Zealand,locality in New Zealand,"['Te Pohui', 'Te Pohue']",['Te Pōhue'],3157,1,,,NZ-NI_plain_map.png,https://upload.wikimedia.org/wikipedia/commons/4/49/NZ-NI_plain_map.png,"['https://en.wikipedia.org/wiki/File:Disc_Plain_red.svg', 'https://en.wikipedia.org/wiki/File:NZ-NI_plain_map.png', 'https://en.wikipedia.org/wiki/File:Position_of_Hawkes_Bay.png']","['https://upload.wikimedia.org/wikipedia/commons/1/13/Disc_Plain_red.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/NZ-NI_plain_map.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Position_of_Hawkes_Bay.png']",-39.25,176.68333333,11439782.5,,city,NZ,,earth
20675846,"Members of the Australian Senate, 1904–1906","https://en.wikipedia.org/wiki/Members_of_the_Australian_Senate,_1904%E2%80%931906",16,Wikipedia list article,Wikimedia list article,,"['Members of the Australian Senate, 1904–1906']",10389,,,,,,['https://en.wikipedia.org/wiki/File:Coat_of_Arms_of_Australia.svg'],['https://upload.wikimedia.org/wikipedia/commons/f/f8/Coat_of_Arms_of_Australia.svg'],,,,,,,,
3049523,Senanga,https://en.wikipedia.org/wiki/Senanga,197,,town In Zambia,,['Senanga'],3808,13,"['Populated places in Western Province, Zambia', 'Zambia geography stubs']","['https://en.wikipedia.org/wiki/Category:Populated_places_in_Western_Province,_Zambia', 'https://en.wikipedia.org/wiki/Category:Zambia_geography_stubs']",ZM-Senanga.png,https://upload.wikimedia.org/wikipedia/commons/9/90/ZM-Senanga.png,"['https://en.wikipedia.org/wiki/File:Flag-map_of_Zambia.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Canada_(Pantone).svg', 'https://en.wikipedia.org/wiki/File:ZM-Senanga.png']","['https://upload.wikimedia.org/wikipedia/commons/5/50/Flag-map_of_Zambia.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Canada_%28Pantone%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/ZM-Senanga.png']",-16.11666667,23.26666667,14921546.8,,city,ZM,,earth
15104826,Tõnno Lepmets,https://en.wikipedia.org/wiki/T%C3%B5nno_Lepmets,36,Estonian basketball player,Estonian basketball player,,['Tõnno Lepmets'],1565,6,"['1938 births', '2005 deaths', ""Estonian men's basketball players"", 'Estonian sportspeople stubs', 'European basketball biography stubs', 'FIBA EuroBasket-winning players', ""Soviet men's basketball players"", 'Sportspeople from Tallinn']","['https://en.wikipedia.org/wiki/Category:1938_births', 'https://en.wikipedia.org/wiki/Category:2005_deaths', ""https://en.wikipedia.org/wiki/Category:Estonian_men's_basketball_players"", 'https://en.wikipedia.org/wiki/Category:Estonian_sportspeople_stubs', 'https://en.wikipedia.org/wiki/Category:European_basketball_biography_stubs', 'https://en.wikipedia.org/wiki/Category:FIBA_EuroBasket-winning_players', ""https://en.wikipedia.org/wiki/Category:Soviet_men's_basketball_players"", 'https://en.wikipedia.org/wiki/Category:Sportspeople_from_Tallinn']",,,"['https://en.wikipedia.org/wiki/File:Basketball_Clipart.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_the_Soviet_Union.svg', 'https://en.wikipedia.org/wiki/File:Gold_medal_icon_(G_initial).svg', 'https://en.wikipedia.org/wiki/File:Wp-estonia-bio-stub.svg']","['https://upload.wikimedia.org/wikipedia/commons/7/72/Basketball_Clipart.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Flag_of_the_Soviet_Union.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Gold_medal_icon_%28G_initial%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/02/Wp-estonia-bio-stub.svg']",,,,,,,,
15806523,Meigle Sculptured Stone Museum,https://en.wikipedia.org/wiki/Meigle_Sculptured_Stone_Museum,782,"Museum in Perth and Kinross, Scotland, UK","museum in a former school building, in Meigle, Perth and Kinross, Scotland, UK","['Meigle, Museum', 'Meigle Museum, Dundee Road, Meigle']",['Meigle Sculptured Stone Museum'],22644,,,,Meigle_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/Meigle_Museum.jpg,"['https://en.wikipedia.org/wiki/File:Commons-logo.svg', 'https://en.wikipedia.org/wiki/File:Meigle_2.jpg', 'https://en.wikipedia.org/wiki/File:Meigle_26_end.jpg', 'https://en.wikipedia.org/wiki/File:Meigle_26_side_panel_pt1.jpg', 'https://en.wikipedia.org/wiki/File:Meigle_27_back.jpg', 'https://en.wikipedia.org/wiki/File:Meigle_3.jpg', 'https://en.wikipedia.org/wiki/File:Meigle_4.jpg', 'https://en.wikipedia.org/wiki/File:Meigle_5.jpg', 'https://en.wikipedia.org/wiki/File:Meigle_7_back.jpg', 'https://en.wikipedia.org/wiki/File:Meigle_Museum.jpg', 'https://en.wikipedia.org/wiki/File:Text_document_with_red_question_mark.svg']","['https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Meigle_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Meigle_26_end.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Meigle_26_side_panel_pt1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Meigle_27_back.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Meigle_3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Meigle_4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Meigle_5.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Meigle_7_back.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Meigle_Museum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg']",56.58787639,-3.16250583,7343406.7,,,,,earth
36383831,The Best of Shawn Colvin,https://en.wikipedia.org/wiki/The_Best_of_Shawn_Colvin,172,,compilation album,,['The Best of Shawn Colvin'],792,,,,,,['https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg'],['https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg'],,,,,,,,
58057328,Anna Andreeva (artist),https://en.wikipedia.org/wiki/Anna_Andreeva_(artist),90,,Russian textile designer,,['Anna Andreeva'],10221,,,,Andreeva_(Prasolova)_Anna_soviet_textile_artist.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8a/Andreeva_%28Prasolova%29_Anna_soviet_textile_artist.jpg,"['https://en.wikipedia.org/wiki/File:Andreeva_(Prasolova)_Anna_soviet_textile_artist.jpg', 'https://en.wikipedia.org/wiki/File:Anna_Andreeva_Electrification_textile_design.jpg', 'https://en.wikipedia.org/wiki/File:Anna_Andreeva_textile_design.png', 'https://en.wikipedia.org/wiki/File:Cubes_textile_design_A.Andreva.jpg', 'https://en.wikipedia.org/wiki/File:Glory_to_the_first_cosmonaut_A.Andreeava_textile.jpg', 'https://en.wikipedia.org/wiki/File:Moscow_OlympicsDesign_textile_design_A.Andreva.jpg', 'https://en.wikipedia.org/wiki/File:Moscow_Urban_Scale_textile_design_A.Andreva.jpg', 'https://en.wikipedia.org/wiki/File:Question_book-new.svg', 'https://en.wikipedia.org/wiki/File:The_Museum_of_Moscow_Anna_Andreeva_1.jpg', 'https://en.wikipedia.org/wiki/File:World_Congress_of_Women_textile_design_A.Andreva.jpg']","['https://upload.wikimedia.org/wikipedia/commons/8/8a/Andreeva_%28Prasolova%29_Anna_soviet_textile_artist.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Anna_Andreeva_Electrification_textile_design.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Anna_Andreeva_textile_design.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Cubes_textile_design_A.Andreva.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Glory_to_the_first_cosmonaut_A.Andreeava_textile.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Moscow_OlympicsDesign_textile_design_A.Andreva.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Moscow_Urban_Scale_textile_design_A.Andreva.jpg', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/The_Museum_of_Moscow_Anna_Andreeva_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/World_Congress_of_Women_textile_design_A.Andreva.jpg']",,,,,,,,
3928183,Next (Sevendust album),https://en.wikipedia.org/wiki/Next_(Sevendust_album),1339,2005 studio album by Sevendust,album by alternative metal band Sevendust,,['Next'],4980,4,"['2005 albums', 'Sevendust albums']","['https://en.wikipedia.org/wiki/Category:2005_albums', 'https://en.wikipedia.org/wiki/Category:Sevendust_albums']",Next_Cover.jpg,https://upload.wikimedia.org/wikipedia/en/c/cd/Next_Cover.jpg,"['https://en.wikipedia.org/wiki/File:Next_Cover.jpg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg', 'https://en.wikipedia.org/wiki/File:Question_book-new.svg', 'https://en.wikipedia.org/wiki/File:Star_empty.svg', 'https://en.wikipedia.org/wiki/File:Star_full.svg', 'https://en.wikipedia.org/wiki/File:Star_half.svg', 'https://en.wikipedia.org/wiki/File:Symbol_category_class.svg']","['https://upload.wikimedia.org/wikipedia/en/c/cd/Next_Cover.jpg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Star_empty.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Star_full.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Star_half.svg', 'https://upload.wikimedia.org/wikipedia/en/9/96/Symbol_category_class.svg']",,,,,,,,
41556656,Bysyttakh,https://en.wikipedia.org/wiki/Bysyttakh,3,"Selo in Sakha Republic, Russia","human settlement in Sakha Republic, Russia",,['Bysyttakh'],3292,4,"['Rural localities in the Sakha Republic', 'Sakha Republic geography stubs']","['https://en.wikipedia.org/wiki/Category:Rural_localities_in_the_Sakha_Republic', 'https://en.wikipedia.org/wiki/Category:Sakha_Republic_geography_stubs']",Russia_administrative_location_map.svg,https://upload.wikimedia.org/wikipedia/commons/e/e1/Russia_administrative_location_map.svg,"['https://en.wikipedia.org/wiki/File:Flag-map_of_Sakha_(Yakutia).svg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg', 'https://en.wikipedia.org/wiki/File:Red_pog.svg', 'https://en.wikipedia.org/wiki/File:Russia_administrative_location_map.svg', 'https://en.wikipedia.org/wiki/File:Yakutia_notext.svg']","['https://upload.wikimedia.org/wikipedia/commons/1/14/Flag-map_of_Sakha_%28Yakutia%29.svg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Russia_administrative_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Yakutia_notext.svg']",63.56666667,117.45,7687731.9,,,,,earth
