Trim_ID,Make,Model,Year,Style,Trim,Body_style,Description,Rating,EPA_class,Pct_domestic_content,Origin,URL,Image,Price,Drivetrain,Engine,Engine_size_liters,Engine_size_inches,Max_horsepower,RPM_max_hp,Max_torque,RPM_max_torque,Transmission_type,Transmission_gears,CO2_emmissions,MPG_city,MPG_highway,MPG_combined,Fuel_capacity_gallons,Range_combined,Range_city,Range_highway,Wheelbase_inches,Length_inches,Width_inches,Height_inches,Ground_clearance_inches,Turning_diameter_ft,Front_wheel_size_inches,Rear_wheel_size_inches,Same_size_wheels,Seating_capacity,Cabin_volume_cubic_ft,Cargo_space_cubic_ft,GVWR_pounds,Curb_weight_pounds,Payload_capacity_pounds,Towing_capacity_pounds
385725,Dodge,Viper,2017,Dodge Viper,Viper SRT Coupe *Ltd Avail*,coupe,"While fifth-generation Viper ended production in 2017, we thought an all-new model would debut in 2020, but the iconic nameplate is dead until further notice.",8,Two Seaters,0.676666667,domestic,https://www.caranddriver.com/dodge/viper/specs/2017/dodge_viper_dodge-viper_2017/385725,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/7429.jpg,92990,Rear Wheel Drive,Premium Unleaded V-10,8.4,512,645,6200,600,5000,Manual w/OD,6,12.6,12,19,14,16,224,192,304,98.8,175.7,76.4,49.1,5,40.5,18 X 10.5,19 X 13,FALSE,2,,14.7,,3378,,
377508,Dodge,Dart,2016,Dodge Dart,Dart 4dr Sdn Aero *Ltd Avail*,sedan,"While the Dart is uniquely styled, it is otherwise a rather disappointing offering.",3,Midsize Cars,0.676666667,domestic,https://www.caranddriver.com/dodge/dart/specs/2016/dodge_dart_dodge-dart_2016/377508,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/7169.jpg,22190,Front Wheel Drive,Intercooled Turbo Regular Unleaded I-4,1.4,83,160,5500,184,2500,Manual w/OD,6,5.5,28,41,32,13.2,422.4,369.6,541.2,106.4,183.9,72,57.7,,,16 X 7,16 X 7,TRUE,5,97.2,13.1,,3081,,
361983,Dodge,Avenger,2014,Dodge Avenger,Avenger 4dr Sdn SE,sedan,"Despite a thorough update in 2011, the Avenger has become less competitive as it nears the end of its life cycle—2014 was its last year in production.",4,Midsize Cars,0.676666667,domestic,https://www.caranddriver.com/dodge/avenger/specs/2014/dodge_avenger_dodge-avenger_2014/361983,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5653.jpg,21590,Front Wheel Drive,Regular Unleaded I-4,2.4,144,173,6000,166,4400,Automatic w/OD,4,7.5,21,30,24,16.9,405.6,354.9,507,108.9,192.6,72.8,58.4,,36.5,17 X 6.5,17 X 6.5,TRUE,5,100.2,13.5,,3400,,
335836,Dodge,Caliber,2012,Dodge Caliber,Caliber 4dr HB SE,hatchback,"There's a five-speed manual and a continuously variable automatic transmission (CVT), which you should avoid if possible.",3,Small Station Wagon,0.676666667,domestic,https://www.caranddriver.com/dodge/caliber/specs/2012/dodge_caliber_dodge-caliber_2012/335836,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/4611.jpg,18130,Front Wheel Drive,Gas I4,2,122,158,6400,141,5000,Manual,5,6.7,24,32,27,13.6,367.2,326.4,435.2,103.7,173.8,68.8,60.4,7.7,,15 x 6.0,15 x 6.0,TRUE,5,96.2,47.4,,2940,,
291317,Dodge,Magnum,2008,Dodge Magnum,Magnum 4dr Wgn RWD,station-wagon,"This is the wagon version of the 10Best-winning rear-drive Chrysler 300, and it oozes with swagger.",7,2WD Sport Utility Vehicle,0.676666667,domestic,https://www.caranddriver.com/dodge/magnum/specs/2008/dodge_magnum_dodge-magnum_2008/291317,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/1683.jpg,24120,Rear Wheel Drive,Gas V6,2.7,167,186,6400,191,4000,Automatic,4,,,18,,18,,,324,120,197.7,74.1,58.3,5.6,38.9,17 x 7.0,17 x 7.0,TRUE,5,105.9,71.6,,3752,,
327472,Dodge,Nitro,2011,Dodge Nitro,Nitro 2WD 4dr Heat,suv,The Nitro is a compact sport-utility with typical in-your-face Dodge styling.,3,2WD Sport Utility,0.676666667,domestic,https://www.caranddriver.com/dodge/nitro/specs/2011/dodge_nitro_dodge-nitro_2011/327472,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/4024.jpg,22995,Rear Wheel Drive,Gas V6,3.7,226,210,5200,235,4000,Automatic,4,10.4,16,22,18,19.5,351,312,429,108.8,178.9,73.1,70.5,,36.3,20 x 7.5,20 x 7.5,TRUE,5,102.5,68.7,,3976,,
419745,Ferrari,F8,2021,Ferrari F8 Spider,F8 Spider Convertible,convertible,The Ferrari F8 Tributo and Spider back up their supercar presence with bona fide supercar acceleration and handling.,10,Two Seaters,,unknown,https://www.caranddriver.com/ferrari/f8-tributo-spider/specs/2021/ferrari_f8-tributo_ferrari-f8-tributo-spider_2021/419745,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/ferrari_f8-tributo_ferrari-f8-tributo-spider_2021-1621979376312.jpg,281000,Rear Wheel Drive,Twin Turbo Premium Unleaded V-8,3.9,238,711,8000,567,3250,Auto-Shift Manual w/OD,7,11,15,18,16,22.7,363.2,340.5,408.6,104.3,181.5,77.9,47.5,,,20 X 9,20 X 11,FALSE,2,,,,,,
425327,Ferrari,Portofino M,2021,Ferrari Portofino,Portofino M Convertible,coupe,"With a bodacious bod, exhilarating engine, and top-notch performance, the Ferrari Portofino M has all the ingredients that define the Prancing Horse brand.",8,Minicompact Cars,,unknown,https://www.caranddriver.com/ferrari/portofino/specs/2021/ferrari_portofino_ferrari-portofino_2021/425327,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/ferrari_portofino_ferrari-portofino_2021-1633564802789.jpg,226000,Rear Wheel Drive,Twin Turbo Premium Unleaded V-8,3.9,235,612,7500,561,3000,Auto-Shift Manual w/OD,8,9.3,16,23,19,21.1,400.9,337.6,485.3,105.1,180.6,76.3,51.9,,,20 X 8,20 X 10,FALSE,4,,10.3,,3669,,
420946,Ferrari,Roma,2022,Ferrari Roma,Roma Coupe,coupe,"For everyone who forgot, the Ferrari Roma reminds them that the Italian automaker still knows how to make a pretty front-engine coupe that's great to drive.",9,Subcompact Cars,,unknown,https://www.caranddriver.com/ferrari/roma/specs/2022/ferrari_roma_ferrari-roma_2022/420946,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/ferrari_roma_ferrari-roma_2022-1638484765765.jpg,222620,Rear Wheel Drive,Twin Turbo Premium Unleaded V-8,3.9,235,611,7500,561,3000,Auto-Shift Manual w/OD,8,9.3,17,22,19,21.1,400.9,358.7,464.2,105.1,183.3,77.7,51.2,,,20 X 8,20 X 10,FALSE,4,,10.3,,3461,,
404807,Ferrari,812 Superfast / GTS,2018,Ferrari 812 Superfast,812 Superfast Coupe,coupe,"The convertible GTS joins the Superfast coupe for 2021, rounding out Ferrari's V-12 grand-touring lineup.",9.5,Two Seaters,,unknown,https://www.caranddriver.com/ferrari/812-superfast/specs/2018/ferrari_812-superfast_ferrari-812-superfast_2018/404807,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/8119.jpg,335000,Rear Wheel Drive,Premium Unleaded V-12,6.5,396,788,8500,529,7000,Auto-Shift Manual w/OD,7,13.5,12,16,13,24.3,315.9,291.6,388.8,107.1,183.4,77.6,50.2,,,20 X 10,20 X 11.5,FALSE,2,,,,3593,,
398237,Ferrari,488 Pista,2018,Ferrari 488GTB,488 GTB Coupe,coupe,"A treat for the senses, the Ferrari 488 Pista is a masterpiece of stunning design and thrilling performance.",10,Two Seaters,,unknown,https://www.caranddriver.com/ferrari/488/specs/2018/ferrari_488gtb_ferrari-488gtb_2018/398237,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/8750.jpg,256550,Rear Wheel Drive,Twin Turbo Premium Unleaded V-8,3.9,238,660,8000,560,3000,Auto-Shift Manual w/OD,7,9.8,15,22,18,20.6,370.8,309,453.2,104.3,179.8,76.9,47.8,,,20 X 9,20 X 11,FALSE,2,,,,3252,,
392902,Ferrari,GTC4Lusso,2017,Ferrari GTC4Lusso,GTC4Lusso AWD,hatchback,"With a choice of powertrains, optional all-wheel drive, and enough room for four, the GTC4Lusso is a Ferrari you can drive every day of the year.",8.5,Minicompact Cars,,unknown,https://www.caranddriver.com/ferrari/gtc4lusso/specs/2017/ferrari_gtc4lusso_ferrari-gtc4lusso_2017/392902,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/7554.jpg,263750,All Wheel Drive,Premium Unleaded V-12,6.3,382,680,8000,514,5750,Auto-Shift Manual w/OD,7,13.5,12,17,13,24,312,288,408,117.7,193.8,78,54.5,,,20 X 8.5,20 X 10.5,FALSE,4,,28.2,,4233,,
403768,Ferrari,California T,2018,Ferrari California T,California T Convertible,convertible,"The California T is Ferrari's return to forced induction, but where the last turbo Ferrari was the beastly F40, the T is far tamer.",9,Minicompact Cars,,unknown,https://www.caranddriver.com/ferrari/california-t/specs/2018/ferrari_california-t_california-t-convertible_2018/403768,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2017-ferrari-california-t-101-1557779071.jpg,206473,Rear Wheel Drive,Twin Turbo Premium Unleaded V-8,3.9,235,553,7500,557,4750,Auto-Shift Manual w/OD,7,9.8,16,23,18,20.6,370.8,329.6,473.8,105.1,179.9,75.2,52,,,19 X 8,19 X 10,FALSE,4,,12,,3813,,
397394,Ferrari,F12berlinetta,2017,Ferrari F12berlinetta,F12berlinetta Coupe,coupe,"Sure, it costs more than a house, but the metal-melting aria from that incredibly operatic engine is priceless.",10,Two Seaters,,unknown,https://www.caranddriver.com/ferrari/f12berlinetta/specs/2017/ferrari_f12berlinetta_ferrari-f12berlinetta_2017/397394,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/8597.jpg,323745,Rear Wheel Drive,Premium Unleaded V-12,6.3,382,731,8250,508,6000,Auto-Shift Manual w/OD,7,13.6,12,16,13,24.3,315.9,291.6,388.8,107.1,181.8,76.5,50.1,,,20 X 9.5,20 X 11.5,FALSE,2,,,,3593,,
397665,Ferrari,FF,2016,Ferrari FF,FF 2dr HB,hatchback,The FF continues Ferrari's tradition of offering at least one curious—often plus-sized—four-seater in its lineup.,8,Midsize Cars,,unknown,https://www.caranddriver.com/ferrari/ff/specs/2016/ferrari_ff_ferrari-ff_2016/397665,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/8634.jpg,303750,All Wheel Drive,Premium Unleaded V-12,6.3,382,651,8000,503,6000,Auto-Shift Manual w/OD,7,13.5,11,17,13,24,312,264,408,117.7,193.2,76.9,54.3,,,20 X 8.5,20 X 10.5,FALSE,4,,28.2,,4145,,
374552,Ferrari,LaFerrari,2015,Ferrari LaFerrari,LaFerrari 2dr Cpe,coupe,"Above sports cars, there are exotic sports cars—and then there's the LaFerrari.",10,Two Seaters,,unknown,https://www.caranddriver.com/ferrari/laferrari/specs/2015/ferrari_laferrari_ferrari-laferrari_2015/374552,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/6912.jpg,1420112,Rear Wheel Drive,Gas/Electric V-12,6.3,382,949,9000,664,,Auto-Shift Manual w/OD,7,,12,16,14,22.7,317.8,272.4,363.2,104.3,185.1,78.4,43.9,,,19 X 9.5,20 X 13,FALSE,2,,,,,,
348229,Ferrari,599GTB Fiorano,2011,Ferrari 599GTB Fiorano,599 2dr Cpe GTB Fiorano,coupe,"Ferrari's most expensive offering, the front-engine 599 features aluminum construction, a thrilling V-12, and a driving experience that makes the price tag seem like a bargain.",9,Two Seater,,unknown,https://www.caranddriver.com/ferrari/599gtb-fiorano/specs/2011/ferrari_599gtb-fiorano_ferrari-599gtb-fiorano_2011/348229,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/4205.jpg,330000,Rear Wheel Drive,Gas V12,6,366,620,7600,448,5600,Manual,6,15.2,11,15,12,27.7,332.4,304.7,415.5,108.3,183.7,77.2,52.6,,33.7,19 x 8.0,20 x 11.0,FALSE,2,,11.3,,3722,,
310073,Ferrari,F430,2009,Ferrari F430 coupe,F430 Coupe,coupe,"The F430 coupe and droptop Spider are fabulous cars, but the harder-core Scuderia models (the 430 Scuderia and 430 Scuderia Spider 16M) are even better.",10,Two seater,,unknown,https://www.caranddriver.com/ferrari/f430/specs/2009/ferrari_f430_ferrari-f430-coupe_2009/310073,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/2825.jpg,191425,Rear Wheel Drive,Gas V8,4.3,263,490,8500,342,5250,Manual,6,,,11,,25.1,,,276.1,102.4,177.6,75.7,47.8,,18,19 x -TBD-,19 x -TBD-,TRUE,2,52,8.8,,3197,,
392654,Fiat,500X,2018,Fiat 500X,500X Pop FWD,suv,"Although it shares its underpinnings with the boxy Jeep Renegade, the 2022 Fiat 500X goes its own way with charming retro styling and a decidedly on-road focus.",6,Small SUV 2WD,0,foreign,https://www.caranddriver.com/fiat/500x/specs/2018/fiat_500x_fiat-500x_2018/392654,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/8547.jpg,21290,Front Wheel Drive,Intercooled Turbo Premium Unleaded I-4,1.4,83,160,5500,184,2500,Manual w/OD,6,6.3,25,33,28,12.7,355.6,317.5,419.1,101.2,167.2,70.7,63.1,,36.3,16 X 6.5,16 X 6.5,TRUE,5,100.1,39.8,4277,2967,1310,
398354,Fiat,124 Spider,2019,Fiat 124 Spider,124 Spider Classica Convertible,convertible,The 124 Spider features a quieter cabin with a nicer interior and more trunk space than the Mazda Miata upon which it's based.,9,Two Seaters,0,foreign,https://www.caranddriver.com/fiat/124-spider/specs/2019/fiat_124-spider_fiat-124-spider_2019/398354,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/fiat_124-spider_fiat-124-spider_2019-1636574984846.jpg,26935,Rear Wheel Drive,Intercooled Turbo Premium Unleaded I-4,1.4,83,160,5500,184,3200,Manual w/OD,6,5.9,26,35,30,11.9,357,309.4,416.5,90.9,159.6,68.5,48.5,,30.8,16 X 6.5,16 X 6.5,TRUE,2,,4.9,,2436,,
400388,Fiat,500L,2019,Fiat 500L,500L Pop Hatch,station wagon,"Despite vast cargo space, great visibility, and standard Apple CarPlay/Android Auto integration, the 500L is awkward to drive, awkward to behold, and impossible to love.",4.5,Small Station Wagons,0,foreign,https://www.caranddriver.com/fiat/500l/specs/2019/fiat_500l_fiat-500l_2019/400388,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/fiat_500l_fiat-500l_2019-1559767604233.jpg,23655,Front Wheel Drive,Intercooled Turbo Premium Unleaded I-4,1.4,83,160,5500,184,2500,Automatic w/OD,6,7.1,22,30,25,13.2,330,290.4,396,102.8,167.3,69.8,65.7,,32.3,16 X 6.5,16 X 6.5,TRUE,5,98.8,68,,3254,,
398537,Fiat,500,2018,Fiat 500,500 Pop Hatch,hatchback,Say goodbye to boring with this adorable scoop of Italian gelato—the Fiat 500 is ready to brighten up your garage.,4,Minicompact Cars,0,foreign,https://www.caranddriver.com/fiat/500/specs/2018/fiat_500_fiat-500_2018/398537,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/8696.jpg,17540,Front Wheel Drive,Intercooled Turbo Premium Unleaded I-4,1.4,83,135,5500,150,2400,Manual w/OD,5,5.9,28,33,30,10.5,315,294,346.5,90.6,139.6,64.1,59.8,4.1,30.6,16 X 6.5,16 X 6.5,TRUE,4,75.5,30.1,,2366,,
398539,Fiat,500 Abarth,2018,Fiat 500 Abarth,500 Abarth Hatch,hatchback,"The tiny 500 goes from pipsqueak to badass as the hot-rod Abarth, the heart of which is a raucous 160-hp turbocharged four-cylinder.",5,Minicompact Cars,0,foreign,https://www.caranddriver.com/fiat/500-500c-abarth/specs/2018/fiat_500-500c-abarth_fiat-500-abarth_2018/398539,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/8808.jpg,21790,Front Wheel Drive,Intercooled Turbo Premium Unleaded I-4,1.4,83,160,5500,170,2500,Manual w/OD,5,5.9,28,33,30,10.5,315,294,346.5,90.6,144.4,64.1,58.7,4.1,37.6,16 X 6.5,16 X 6.5,TRUE,4,75.5,26.8,,2512,,
400772,Fiat,500e,2018,Fiat 500e,500e Hatch,hatchback,"With its tiny size, zippy handling, and an EPA-estimated range of 84 miles, the 500e is a fine city car—as long as you don't need to go anywhere else.",4,Minicompact Cars,0,foreign,https://www.caranddriver.com/fiat/500e/specs/2018/fiat_500e_fiat-500e_2018/400772,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/8825.jpg,34290,Front Wheel Drive,Electric,,,111,,147,,Automatic,1,,,,,,,,,90.6,142.4,64.1,60.1,4.5,31.3,15 X 5.5,15 X 6.5,FALSE,4,78.6,,,2980,,
348446,Fisker,Karma,2012,Fisker Karma,Karma 4dr Sdn EcoStandard,sedan,"The cheapest version,the EcoStandard, costs $103,000.",8,Subcompact,,unknown,https://www.caranddriver.com/fisker/karma/specs/2012/fisker_karma_fisker-karma_2012/348446,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/2589.jpg,103000,Rear Wheel Drive,Gas/Electric I4,2,,403,,981,0,Automatic,1,,20,21,20,9,180,180,189,124.4,196.8,78.1,52.4,5.6,40.4,22 x 8.5,22 x 9.5,FALSE,4,88.8,6.9,,5300,,
425528,Ford,Ranger,2022,Ford Ranger,Ranger XL 2WD SuperCab 6' Box,pickup,Ford's mid-size Ranger is getting a re-do for 2023 that should give it the ammunition it needs to continue its charge in the pickup truck wars.,,,0.45,foreign,https://www.caranddriver.com/ford/ranger/specs/2022/ford_ranger_ford-ranger_2022/425528,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/ford_ranger_ford-ranger_2022-1634681234195.jpg,26580,Rear Wheel Drive,Intercooled Turbo Regular Unleaded I-4,2.3,140,270,5500,310,3000,Automatic w/OD,10,7.7,21,26,23,18,414,378,468,126.8,210.8,77.8,70.7,8.4,42,16 X 7,16 X 7,TRUE,4,,51.8,6050,4145,1905,3500
425901,Ford,Bronco,2022,Ford Bronco 2-Door,Bronco Base 2 Door 4x4,suv,The Ford Bronco is more than a retro-styled off-roader; its capability matched by a civility that vaults this mid-size SUV ahead of the Jeep Wrangler.,9,,0.61,domestic,https://www.caranddriver.com/ford/bronco/specs/2022/ford_bronco_ford-bronco_2022/425901,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-ford-bronco-outer-banks-109-1635347018.jpg,30795,Four Wheel Drive,Intercooled Turbo Regular Unleaded I-4,2.3,140,275,5700,315,3400,Manual w/OD,7,8.4,20,22,21,16.9,354.9,338,371.8,100.4,173.7,75.9,71.9,8.4,,16 X 7,16 X 7,TRUE,4,,52.3,,4286,,3500
425089,Ford,Bronco Sport,2022,Ford Bronco Sport,Bronco Sport Base 4x4,suv,"The Ford Bronco Sport compact SUV looks like a baby version of the big Bronco, but thoughtful features and a capable off-road model make it delightful in its own right.",8.5,,0.61,domestic,https://www.caranddriver.com/ford/bronco-sport/specs/2022/ford_bronco-sport_ford-bronco-sport_2022/425089,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/ford_bronco-sport_ford-bronco-sport_2022-1636471337273.jpg,28760,Four Wheel Drive,Intercooled Turbo Premium Unleaded I-3,1.5,91,181,6000,190,3000,Automatic w/OD,8,6.8,25,28,26,16,416,400,448,105.1,172.7,74.3,70.2,7.8,37.4,17 X 7,17 X 7,TRUE,5,,65.2,4630,3467,1163,2000
423555,Ford,EcoSport,2022,Ford EcoSport,EcoSport S 4WD,suv,"Apart from a notable tow rating and standard all-wheel drive, the Ford EcoSport is a flawed subcompact SUV that's not long for this world.",3.5,Small SUV 4WD,0.16,foreign,https://www.caranddriver.com/ford/ecosport/specs/2022/ford_ecosport_ford-ecosport_2022/423555,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/ford_ecosport_ford-ecosport_2022-1634681716284.jpg,23235,Four Wheel Drive,Regular Unleaded I-4,2,122,166,6500,149,4500,Automatic w/OD,6,7.1,23,29,25,13.8,345,317.4,400.2,99.2,161.3,69.5,65.1,,35,16 X 6.5,16 X 6.5,TRUE,5,91.1,50,,3300,,2000
424065,Ford,Edge,2022,Ford Edge,Edge SE AWD,suv,"With many mid-size SUVs offering three-row layouts, the 2022 Ford Edge is among a rarer group that prioritizes two-row comfort over maximum people-hauling.",6.5,Small SUV 4WD,0.41,foreign,https://www.caranddriver.com/ford/edge/specs/2022/ford_edge_ford-edge_2022/424065,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/ford_edge_ford-edge_2022-1634682183621.jpg,36690,All Wheel Drive,Intercooled Turbo Premium Unleaded I-4,2,122,250,5500,275,3000,Automatic w/OD,8,7.7,21,28,23,18.5,425.5,388.5,518,112.2,188.8,75.9,68.3,,39.3,18 X 8,18 X 8,TRUE,5,113.9,73.4,,4124,,1500
421852,Ford,Escape,2022,Ford Escape,Escape S FWD,suv,"Ford's flashy Bronco signals the brand's fresh focus on off-the-grid adventure, but its bread-and-butter Escape crossover still caters to the on-road crowd.",7.5,Small SUV 2WD,0.4,foreign,https://www.caranddriver.com/ford/escape/specs/2022/ford_escape_ford-escape_2022/421852,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/21-escp-se-hydsprtpckg-34frntpassmotnfrrstrd-mj-1635199969.jpg,26800,Front Wheel Drive,Intercooled Turbo Premium Unleaded I-3,1.5,91,181,6000,190,3000,Automatic w/OD,8,5.8,28,34,30,14.8,444,414.4,503.2,106.7,180.5,74.1,66.1,7.3,38.4,17 X 7,17 X 7,TRUE,5,104,65.4,,3298,,2000
423612,Ford,Expedition,2022,Ford Expedition,Expedition XL 4x2,suv,"The Ford Expedition has the spaciousness, stylishness, and tech-savviness that SUV shoppers want but isn't as refined or as nice to drive as many rivals.",7,,0.6,domestic,https://www.caranddriver.com/ford/expedition/specs/2022/ford_expedition-expedition-max_ford-expedition_2022/423612,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/ford_expedition-expedition-max_ford-expedition_2022-1639079252070.jpg,52775,Rear Wheel Drive,Twin Turbo Regular Unleaded V-6,3.5,213,380,5000,470,2250,Automatic w/OD,10,9.2,17,23,19,23.3,442.7,396.1,535.9,122.5,210,79.9,76.6,9.8,41,18 X 8.5,18 X 8.5,TRUE,5,,104.6,7200,5443,1757,6000
423540,Ford,Explorer,2022,Ford Explorer,Explorer Base RWD,suv,"The 2022 Ford Explorer is a well-rounded and fairly practical three-row SUV with a few compromises, but overall it's a decent choice in a crowded segment.",7.5,Standard SUV 2WD,0.48,foreign,https://www.caranddriver.com/ford/explorer/specs/2022/ford_explorer_ford-explorer_2022/423540,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/ford_explorer_ford-explorer_2022-1625165312482.jpg,34540,Rear Wheel Drive,Intercooled Turbo Premium Unleaded I-4,2.3,140,300,5500,310,3500,Automatic w/OD,10,7.4,21,28,24,17.9,429.6,375.9,501.2,119.1,198.8,78.9,70.2,8.2,,18 X 7.5,18 X 7.5,TRUE,7,152.7,87.8,,4345,,5300
423136,Ford,Maverick,2022,Ford Maverick,Maverick XL FWD SuperCrew,pickup,"Small trucks are making a comeback, and the 2022 Ford Maverick may be the first to launch what could be the next frontier in the American pickup wars.",9,,0.392857143,foreign,https://www.caranddriver.com/ford/maverick/specs/2022/ford_maverick_ford-maverick_2022/423136,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/ford_maverick_ford-maverick_2022-1639505680763.jpg,21490,Front Wheel Drive,Gas/Electric I-4,2.5,152,191,5600,155,4000,CVT w/OD,1,,,,,13.8,,,,121.1,199.7,72.6,68.7,8.3,40,17 X 7,17 X 7,TRUE,5,,33.3,5200,3636,1564,2000
426022,Ford,Mustang,2022,Ford Mustang coupe,Mustang EcoBoost Fastback,coupe,"With a range of performance upgrades and myriad personalization options, there's a Ford Mustang for everyone, which is why it's still the definitive pony car.",8.5,Subcompact Cars,0.77,domestic,https://www.caranddriver.com/ford/mustang/specs/2022/ford_mustang_ford-mustang-coupe_2022/426022,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/ford_mustang_ford-mustang-coupe_2022-1636575466784.jpg,28400,Rear Wheel Drive,Intercooled Turbo Premium Unleaded I-4,2.3,140,310,5500,350,3000,Manual w/OD,6,,21,29,24,16,384,336,464,107.1,188.3,75.4,54.4,,36.5,17 X 7.5,17 X 7.5,TRUE,4,84.5,13.5,,3532,,
425515,Ford,Mustang Mach-E,2022,Mustang Mach E,Mustang Mach-E Select RWD,suv,"With fun driving traits and notable range, the stylish Ford Mustang Mach-E moves is a top-rank electric vehicle that also happens to be a terrific crossover.",9.5,Small Station Wagons,0.77,domestic,https://www.caranddriver.com/ford/mustang-mach-e/specs/2022/ford_mach-e_mustang-mach-e_2022/425515,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/ford_mach-e_mustang-mach-e_2022-1634677252264.jpg,43995,Rear Wheel Drive,Electric,,,266,,317,,Automatic,1,,,,,,,,,117.5,186,,64,5.7,38.1,18 X 8,18 X 8,TRUE,5,101.1,59.7,,4394,,
419348,Ford,Mustang Shelby GT500,2021,Ford Mustang Shelby GT500,Mustang Shelby GT500 Fastback,coupe,"Despite performance numbers that rival exotic sports cars, the Ford Mustang Shelby GT500 is easy to live with, making it equal parts pony car and thrill ride.",9,Subcompact Cars,0.12,foreign,https://www.caranddriver.com/ford/mustang-shelby-gt500/specs/2021/ford_mustang-shelby-gt500_ford-mustang-shelby-gt500_2021/419348,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-ford-mustang-shelby-gt500-02-1636734552.jpg,74095,Rear Wheel Drive,Intercooled Supercharger Premium Unleaded V-8,5.2,315,760,7300,625,5000,Auto-Shift Manual w/OD,7,12.6,12,18,14,16,224,192,288,107,190.2,76,55,,43.8,20 X 11,20 X 11,TRUE,4,82.6,13.5,,4183,,
419883,Ford,Super Duty,2022,Ford F-450 Super Duty,Super Duty F-450 Pickup XL 2WD Reg Cab 8' Box,pickup,"Ford Super Duty pickup trucks live up to their name, with hugely impressive capabilities and an array of modern technologies.",8.5,,0.392857143,foreign,https://www.caranddriver.com/ford/super-duty/specs/2022/ford_f-250-super-duty_ford-f-450-super-duty_2022/419883,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-ford-super-duty-119-1615216822.jpg,54370,Rear Wheel Drive,Intercooled Turbo Diesel V-8,6.7,406,475,2600,1050,1600,Automatic w/OD,10,,,,,29,,,,142,231.8,96,81.7,8.6,49.1,19.5 X 6,19.5 X 6,TRUE,3,,78.5,14000,7712,6288,21200
