Trim_ID,Make,Model,Year,Style,Trim,Body_style,Description,Rating,EPA_class,Pct_domestic_content,Origin,URL,Image,Price,Drivetrain,Engine,Engine_size_liters,Engine_size_inches,Max_horsepower,RPM_max_hp,Max_torque,RPM_max_torque,Transmission_type,Transmission_gears,CO2_emmissions,MPG_city,MPG_highway,MPG_combined,Fuel_capacity_gallons,Range_combined,Range_city,Range_highway,Wheelbase_inches,Length_inches,Width_inches,Height_inches,Ground_clearance_inches,Turning_diameter_ft,Front_wheel_size_inches,Rear_wheel_size_inches,Same_size_wheels,Seating_capacity,Cabin_volume_cubic_ft,Cargo_space_cubic_ft,GVWR_pounds,Curb_weight_pounds,Payload_capacity_pounds,Towing_capacity_pounds
419573,Acura,MDX,2022,Acura MDX,MDX SH-AWD,suv,"For 2022, Acura redesigned and modernized the three-row MDX with a luxurious cabin, better tech features, and the promise of a hot Type S trim.",8,Small SUV 4WD,0.64,domestic,https://www.caranddriver.com/acura/mdx/specs/2022/acura_mdx_acura-mdx_2022/419573,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_mdx_acura-mdx_2022-1636133370049.jpg,50245,All Wheel Drive,Premium Unleaded V-6,3.5,212,290,6200,267,4700,Automatic w/OD,10,8.4,19,25,21,18.5,388.5,351.5,462.5,113.8,198.4,78.7,67.1,,40.5,19 X 8.5,19 X 8.5,TRUE,7,139.1,95,,4503,,5000
423559,Acura,ILX,2022,Acura ILX,ILX Sedan,sedan,"If the thought of parking a Honda Civic in your driveway is just too lowbrow for you, consider its country club-raised cousin, the 2022 Acura ILX.",6,Compact Cars,0.55,domestic,https://www.caranddriver.com/acura/ilx/specs/2022/acura_ilx_acura-ilx_2022/423559,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_ilx_acura-ilx_2022-1636143076846.jpg,27545,Front Wheel Drive,Premium Unleaded I-4,2.4,144,201,6800,180,3600,Auto-Shift Manual w/OD,8,6.3,24,34,28,13.2,369.6,316.8,448.8,105.1,182.2,70.6,55.6,4.4,36.8,17 X 7,17 X 7,TRUE,5,89.3,12.4,,3095,,
425066,Acura,NSX Type S,2022,Acura NSX,NSX Type S Coupe,coupe,"If the idea of a supercar that you can drive daily is intriguing, the 2022 Acura NSX Type S makes a great option and offers enough comfort and practicality for the task.",7.5,Two Seaters,0.64,domestic,https://www.caranddriver.com/acura/nsx/specs/2022/acura_nsx_acura-nsx_2022/425066,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_nsx_acura-nsx_2022-1636139617719.jpg,171495,All Wheel Drive,Twin Turbo Gas/Electric V-6,3.5,213,600,6500,492,,Auto-Shift Manual w/OD,9,8.4,21,22,21,15.6,327.6,327.6,343.2,103.5,178.5,76.3,47.8,3.8,39.7,19 X 8.5,20 X 11,FALSE,2,54.7,,,3878,,
425739,Acura,RDX,2022,Acura RDX,RDX SH-AWD,suv,"The 2022 Acura RDX doesn't have the same cachet as its luxury-brand classmates, but it's stylish, fun-to-drive, generously equipped, and more affordable than many rival SUVs.",6.5,Small SUV 4WD,0.65,domestic,https://www.caranddriver.com/acura/rdx/specs/2022/acura_rdx_acura-rdx_2022/425739,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_rdx_acura-rdx_2022-1638487373438.jpg,42545,All Wheel Drive,Intercooled Turbo Premium Unleaded I-4,2,122,272,6500,280,1600,Automatic w/OD,10,7.7,21,27,23,17.1,393.3,359.1,461.7,108.3,187.4,74.8,65.7,5.7,39,19 X 8,19 X 8,TRUE,5,104,,5027,4025,1002,
424967,Acura,TLX,2022,Acura TLX,TLX FWD,sedan,"The stylish Acura TLX sedan puts sportiness before luxuriousness, and its communicative driving traits and strong value versus some luxe rivals make it an attractive proposition.",8,Compact Cars,0.65,domestic,https://www.caranddriver.com/acura/tlx/specs/2022/acura_tlx_acura-tlx_2022/424967,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-acura-tlx-type-s-110-1626445418.jpg,38745,Front Wheel Drive,Intercooled Turbo Premium Unleaded I-4,2,122,272,6500,280,1600,Automatic w/OD,10,7,22,31,25,15.9,397.5,349.8,492.9,113,194.6,75.2,56.4,,40.1,18 X 8,18 X 8,TRUE,5,93.4,13.5,,3709,,
409741,Acura,RLX,2020,Acura RLX,RLX Sedan w/Technology Pkg,sedan,"With innumerable standard features and an NSX-derived hybrid system, the RLX is a really nice car as long as its luxury shortcomings are accepted.",5,Midsize Cars,0,foreign,https://www.caranddriver.com/acura/rlx/specs/2020/acura_rlx_acura-rlx_2020/409741,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_rlx_acura-rlx_2020-1636142236748.jpg,55925,Front Wheel Drive,Premium Unleaded V-6,3.5,212,310,6500,272,4500,Automatic w/OD,10,7.6,20,29,23,18.5,425.5,370,536.5,112.2,198.1,74.4,57.7,3.8,40.5,19 X 8,19 X 8,TRUE,5,102.1,14.9,,3977,,
363873,Acura,TL,2014,Acura TL,TL 2WD Automatic,sedan,"Acura's Ohio-built mid-size sedan may not be beautiful, but it does bring a lot of luxury and technology for the money.",7,Midsize Cars,0.64,domestic,https://www.caranddriver.com/acura/tl/specs/2014/acura_tl_acura-tl_2014/363873,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5859.jpg,36950,Front Wheel Drive,Premium Unleaded V-6,3.5,212,280,6200,254,5000,Automatic w/OD,6,7.8,20,29,23,18.5,425.5,370,536.5,109.3,194,74,57.2,4.5,38.4,17 X 8,17 X 8,TRUE,5,98.2,13.1,,3726,,
364152,Acura,TSX,2014,Acura TSX,TSX Automatic,sedan,"With the small ILX sedan introduced for 2013, Acura's TSX is no longer the baby of the family.",8,Compact Cars,0.64,domestic,https://www.caranddriver.com/acura/tsx/specs/2014/acura_tsx_acura-tsx_2014/364152,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5861.jpg,31555,Front Wheel Drive,Premium Unleaded I-4,2.4,144,201,7000,170,4300,Automatic w/OD,5,6.9,22,31,26,18.5,481,407,573.5,106.5,185.6,72.4,56.7,5.9,36.7,17 X 7.5,17 X 7.5,TRUE,5,94.5,14,,3479,,
356136,Acura,ZDX,2013,Acura ZDX,ZDX AWD,station-wagon,"The 2013 model year represents the swan song year for Acura's brazenly styled ZDX luxury crossover, which shares its dirty parts with the taller, seven-seat MDX.",5,4WD Sport Utility,0.64,domestic,https://www.caranddriver.com/acura/zdx/specs/2013/acura_zdx_acura-zdx_2013/356136,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5342.jpg,51815,All Wheel Drive,Gas V6,3.7,224,300,6300,270,4500,Automatic,6,9.6,16,23,19,21,399,336,483,108.3,192.4,78.5,62.8,7.9,38.4,19 x 8.5,19 x 8.5,TRUE,5,91.2,55.8,,4424,,
338730,Acura,RL,2012,Acura RL,RL Automatic,sedan,"The RL sits atop Acura's sedan lineup and is smooth, quiet, and posh, with many high-tech features.",5,Mid-Size,0.64,domestic,https://www.caranddriver.com/acura/rl/specs/2012/acura_rl_acura-rl_2012/338730,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/4663.jpg,49095,All Wheel Drive,Gas V6,3.7,224,300,6300,271,5000,Automatic,6,9.1,17,24,20,19.4,388,329.8,465.6,110.2,195.8,72.7,57.2,5.7,38.7,18 x 8.0,18 x 8.0,TRUE,5,99.1,13.8,,4099,,
422156,Alfa Romeo,Giulia,2022,Alfa Romeo Giulia,Giulia RWD,sedan,"The 2022 Alfa Romeo Giulia appeals to driving enthusiasts with its fun-to-drive personality, sonorous engine, and drop-dead gorgeous styling.",8,Midsize Cars,0,foreign,https://www.caranddriver.com/alfa-romeo/giulia/specs/2022/alfa-romeo_giulia_alfa-romeo-giulia_2022/422156,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/alfa-romeo_giulia_alfa-romeo-giulia_2022-1636383937988.jpg,44445,Rear Wheel Drive,Intercooled Turbo Premium Unleaded I-4,2,122,280,5200,306,2000,Automatic w/OD,8,6.6,24,33,27,15.3,413.1,367.2,504.9,111,182.5,73.7,56.5,,35.5,17 X 7.5,17 X 7.5,TRUE,5,95.4,,,3521,,
422159,Alfa Romeo,Giulia Quadrifoglio,2022,Alfa Romeo Giulia Quadrifoglio,Giulia Quadrifoglio RWD,sedan,"Despite sharing its chassis, styling, and cabin with the regular Giulia, the 2022 Alfa Romeo Giulia Quadrifoglio is a unique beast thanks to its twin-turbo V-6.",9,Midsize Cars,0,foreign,https://www.caranddriver.com/alfa-romeo/giulia-quadrifoglio/specs/2022/alfa-romeo_giulia-quadrifoglio_alfa-romeo-giulia-quadrifoglio_2022/422159,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/alfa-romeo_giulia-quadrifoglio_alfa-romeo-giulia-quadrifoglio_2022-1636384611356.jpg,80755,Rear Wheel Drive,Twin Turbo Premium Unleaded V-6,2.9,176,505,6500,443,2500,Automatic w/OD,8,8.8,17,25,20,15.3,306,260.1,382.5,111,182.5,73.7,56.1,,35.5,19 X 8.5,19 X 10,FALSE,5,95.4,,,3806,,
422128,Alfa Romeo,Stelvio,2022,Alfa Romeo Stelvio,Stelvio Sprint AWD,suv,"The Alfa Romeo Stelvio isn't as comprehensively practical or as luxurious as the segment's best, but its pretty design and driving verve deserve kudos.",7.5,Small SUV 4WD,0,foreign,https://www.caranddriver.com/alfa-romeo/stelvio/specs/2022/alfa-romeo_stelvio_alfa-romeo-stelvio_2022/422128,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/alfa-romeo_stelvio_alfa-romeo-stelvio_2022-1637075242102.jpg,48645,All Wheel Drive,Intercooled Turbo Premium Unleaded I-4,2,122,280,5200,306,2000,Automatic w/OD,8,7.3,22,28,24,16.9,405.6,371.8,473.2,111,184.6,74.9,66,,,18 X 8,18 X 8,TRUE,5,116.1,56.5,,4007,,
422131,Alfa Romeo,Stelvio Quadrifoglio,2022,Alfa Romeo Stelvio Quadrifoglio,Stelvio Quadrifoglio AWD,suv,The Alfa Romeo Stelvio Quadrifoglio is a high-riding crossover with a melodic 505-hp twin-turbo V-6 that somehow drives like a sports sedan.,9,Small SUV 4WD,0,foreign,https://www.caranddriver.com/alfa-romeo/stelvio-quadrifoglio/specs/2022/alfa-romeo_stelvio-quadrifoglio_alfa-romeo-stelvio-quadrifoglio_2022/422131,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/alfa-romeo_stelvio-quadrifoglio_alfa-romeo-stelvio-quadrifoglio_2022-1624892895999.jpg,86575,All Wheel Drive,Twin Turbo Premium Unleaded V-6,2.9,176,505,6500,443,2500,Automatic w/OD,8,9.3,17,23,19,16.9,321.1,287.3,388.7,111,185.1,77,66.3,,,20 X 9,20 X 10,FALSE,5,116.1,56.5,5423,4313,1110,
408055,Alfa Romeo,4C,2020,Alfa Romeo 4C Spider,4C Spider Spider,convertible,"Despite its shoddy interior and fussy convertible top, the Alfa Romeo 4C is one of only a handful of modern, affordable cars that make every trip feel truly special.",6.5,Two Seaters,0,foreign,https://www.caranddriver.com/alfa-romeo/4c/specs/2020/alfa-romeo_4c_alfa-romeo-4c-spider_2020/408055,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/alfa-romeo_4c_alfa-romeo-4c-spider_2020-1574181331401.jpg,68745,Rear Wheel Drive,Intercooled Turbo Premium Unleaded I-4,1.7,106,237,6000,258,2200,Auto-Shift Manual w/OD,6,6.3,24,34,28,10.6,296.8,254.4,360.4,93.7,157,73.5,46.6,,40.5,17 X 7,18 X 8,FALSE,2,,,,2487,,
404642,Aston Martin,Vanquish,2019,Aston Martin Vanquish,Vanquish S Coupe,coupe,Aston Martin is betting its front-engine legacy on a mid-engine future that includes a pair of hypercars and this next-generation Vanquish.,,Minicompact Cars,,unknown,https://www.caranddriver.com/aston-martin/vanquish/specs/2019/aston-martin_vanquish_aston-martin-vanquish_2019/404642,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/aston-martin_vanquish_aston-martin-vanquish_2019-1559921566695.jpg,296475,Rear Wheel Drive,Premium Unleaded V-12,6,362,580,7000,465,5500,Automatic w/OD,8,11.2,13,21,16,20.6,329.6,267.8,432.6,107.9,186.2,75.2,51,,41,20 X 9,20 X 11.5,FALSE,2,78,13,,3834,,
424592,Aston Martin,DB11,2022,Aston Martin DB11,DB11 V8 Coupe,coupe,The Aston Martin DB11 delivers the looks and sportiness expected of high-dollar grand tourers and offers a convertible top or a V-12.,8.5,Minicompact Cars,,unknown,https://www.caranddriver.com/aston-martin/db11/specs/2022/aston-martin_db11_aston-martin-db11_2022/424592,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/aston-martin_db11_aston-martin-db11_2022-1628183020549.jpg,208425,Rear Wheel Drive,Twin Turbo Premium Unleaded V-8,4,243,528,6000,513,2000,Automatic w/OD,8,8.8,18,24,20,20.5,410,369,492,110.4,186.6,76.7,50.8,,,20 X 9,20 X 11,FALSE,4,,9.5,,3880,,
424391,Aston Martin,DBS,2022,Aston Martin DBS Coupe,DBS Superleggera Coupe,coupe,"Offered as either a hardtop coupe or a ragtop convertible Volante, the 2022 Aston Martin DBS is a luxury grand touring car with style to spare.",9,Minicompact Cars,,unknown,https://www.caranddriver.com/aston-martin/dbs/specs/2022/aston-martin_dbs_aston-martin-dbs_2022/424391,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/aston-martin_dbs_aston-martin-dbs_2022-1633466216421.jpg,319125,Rear Wheel Drive,Twin Turbo Premium Unleaded V-12,5.2,317,715,6500,663,1800,Automatic w/OD,8,10.5,14,22,17,20.5,348.5,287,451,110.4,185.5,77.5,50.4,3.5,40.6,21 X 10,21 X 11,FALSE,4,,,,4068,,
424471,Aston Martin,DBX,2022,Aston Martin DBX,DBX AWD,suv,"The DBX is an Aston Martin for the SUV-loving crowd, boasting the brand's distinct styling and fun-to-drive character, albeit with a more practical bent.",8,,,unknown,https://www.caranddriver.com/aston-martin/dbx/specs/2022/aston-martin_dbx_aston-martin-dbx_2022/424471,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/aston-martin_dbx_aston-martin-dbx_2022-1629747496976.jpg,179986,All Wheel Drive,Twin Turbo Premium Unleaded V-8,4,243,542,6500,516,2000,Automatic w/OD,9,11.9,14,18,15,22.5,337.5,315,405,120.5,198.4,78.7,66.1,7.5,12.4,22 X 10,22 X 11.5,FALSE,5,,54,6644,4940,1704,5940
414056,Aston Martin,Vantage,2021,Aston Martin Vantage,Vantage Coupe Manual,coupe,"The Aston Martin Vantage doesn't offer everything its supercar rivals do, but it's a gorgeous and thrilling sports car all the same",8,Two Seaters,,unknown,https://www.caranddriver.com/aston-martin/vantage/specs/2021/aston-martin_vantage_aston-martin-vantage_2021/414056,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-aston-martin-vantage-f1-edition-121-1624330069.jpg,142086,Rear Wheel Drive,Twin Turbo Premium Unleaded V-8,4,243,503,6000,461,2000,Manual w/OD,7,10.3,14,21,17,19.3,328.1,270.2,405.3,106.5,175.8,76.5,50.1,,,20 X 8.5,20 X 9.5,FALSE,2,,,,,,
390786,Aston Martin,Rapide,2017,Aston Martin Rapide S,Rapide S 4 Door,sedan,"While other four-doors are sober and serene, the sexy Rapide is flat-out berserk.",8,Subcompact Cars,,unknown,https://www.caranddriver.com/aston-martin/rapide/specs/2017/aston-martin_rapide-s_aston-martin-rapide-s_2017/390786,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/8123.jpg,208825,Rear Wheel Drive,Premium Unleaded V-12,6,362,552,6650,465,5500,Automatic w/OD,8,10.4,14,21,17,23.9,406.3,334.6,501.9,117.7,197.6,75.9,53.5,,41,20 X 8.5,20 X 11,FALSE,4,83,,,4387,,
382486,Aston Martin,DB9 GT,2016,Aston Martin DB9 Volante,DB9 2dr Volante Auto,convertible,"The voluptuous and alluring DB9 GT is sure to get any driver's pulse racing, especially after hearing its trademark growl from under the hood.",9,Minicompact Cars,,unknown,https://www.caranddriver.com/aston-martin/db9-gt/specs/2016/aston-martin_db9-gt_aston-martin-db9-volante_2016/382486,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/7188.jpg,216075,Rear Wheel Drive,Premium Unleaded V-12,5.9,362,540,6750,457,5500,Automatic w/OD,6,11.8,13,19,15,20.6,309,267.8,391.4,107.9,185.5,74,50,,41,20 X 8.5,20 X 11,FALSE,4,,,,4058,,
352892,Aston Martin,Virage,2012,Aston Martin Virage,Virage 2dr Cpe,coupe,"Following a subtle nose job for the DB9 in 2011, a newly shaped coupe based on the same underpinnings arrives on the scene this year.",7,Minicompact Cars,,unknown,https://www.caranddriver.com/aston-martin/virage/specs/2012/aston-martin_virage_aston-martin-virage_2012/352892,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/4283.jpg,212110,Rear Wheel Drive,Gas V12,5.9,362,490,6500,420,5700,Automatic w/Manual Shift,6,12.2,13,18,15,21.1,316.5,274.3,379.8,107.9,185.8,75,50.4,,37.7,20 x 8.5,20 x 11,FALSE,4,78,5,,3836,,
419703,Audi,e-tron GT,2022,Audi e-tron GT,RS e-tron GT quattro,coupe,"The Audi e-tron GT is a more muscular-looking version of the Porsche Taycan, and they share an advanced all-electric system that ensures repeated performance.",8.5,Large Cars,0.01,foreign,https://www.caranddriver.com/audi/e-tron-gt/specs/2022/audi_e-tron-gt_audi-e-tron-gt_2022/419703,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_e-tron-gt_audi-e-tron-gt_2022-1615831749282.jpg,143445,All Wheel Drive,Electric,,,590,,612,,Automatic,2,,,,,,,,,114.1,196.4,77.3,55.7,,,20 X 9,20 X 11,FALSE,5,,12.9,,5137,,
421672,Audi,e-tron / e-tron Sportback,2022,Audi e-Tron,e-tron Premium quattro,suv,"The Audi e-tron and its coupelike counterpart, the e-tron Sportback, look more conventional than similar EV SUVs, but they're still lovely and highly luxurious.",8.5,Standard SUV 4WD,0.01,foreign,https://www.caranddriver.com/audi/e-tron/specs/2022/audi_e-tron_audi-e-tron_2022/421672,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-audi-e-tron-sportback-133-1601305579.jpg,66995,All Wheel Drive,Electric,,,355,,414,,Automatic,1,,,,,,,,,115.3,193,76.2,65.5,,40,20 X 9,20 X 9,TRUE,5,,57,7066,5721,1345,
423789,Audi,A3,2022,Audi A3 sedan,A3 Sedan Premium 40 TFSI,sedan,"Facing an onslaught of new rivals, the Audi A3 sedan has been restyled, re-engineered, and modernized for the 2022 model year.",8,Subcompact Cars,0.012857143,foreign,https://www.caranddriver.com/audi/a3/specs/2022/audi_a3_audi-a3-sedan_2022/423789,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_a3_audi-a3-sedan_2022-1631573413919.jpg,34945,Front Wheel Drive,Intercooled Turbo Gas/Electric I-4,2,91,201,4800,221,1600,Auto-Shift Manual w/OD,7,5.5,29,38,32,13.2,422.4,382.8,501.6,103.8,177,71.5,55.7,,36.1,17 X 8,17 X 8,TRUE,5,,,,3329,,
421695,Audi,A4,2022,Audi A4,A4 Sedan Premium 40 TFSI quattro,sedan,"As a compact luxury sports sedan, the 2022 Audi A4 is easy to like and hard to fault since it is handsomely styled, well-built, and loaded with goodies.",7.5,Compact Cars,0.02,foreign,https://www.caranddriver.com/audi/a4/specs/2022/audi_a4_audi-a4_2022/421695,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_a4_audi-a4_2022-1631573686181.jpg,40945,All Wheel Drive,Intercooled Turbo Gas/Electric I-4,2,121,201,4200,236,1450,Auto-Shift Manual w/OD,7,6.1,26,34,29,15.3,443.7,397.8,520.2,111,187.5,72.7,56.2,5.2,38.1,17 X 7.5,17 X 7.5,TRUE,5,,12,,3682,,
421584,Audi,A4 Allroad,2022,Audi A4 Allroad,A4 allroad Premium 45 TFSI quattro,station wagon,"Audi doesn't sell the A4 Avant station wagon in the U.S. but we do get the 2022 A4 Allroad, which is a lifted version of it—and nearly as lovely.",7.5,Small Station Wagons,0.02,foreign,https://www.caranddriver.com/audi/a4-allroad-quattro/specs/2022/audi_a4-allroad-quattro_audi-a4-allroad_2022/421584,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_a4-allroad-quattro_audi-a4-allroad_2022-1631576455192.jpg,46545,All Wheel Drive,Intercooled Turbo Gas/Electric I-4,2,121,261,5000,273,1600,Auto-Shift Manual w/OD,7,6.7,24,30,26,15.3,397.8,367.2,459,110.9,187.5,72.7,58.8,6.5,38.4,18 X 7.5,18 X 7.5,TRUE,5,,58.5,,3880,,
421610,Audi,A5,2022,Audi A5 cabriolet,A5 Cabriolet Premium 45 TFSI quattro,convertible,"In the world of Audi, removing two doors from the A4 sedan increases the number to 5—as in, the 2022 A5 coupe and cabriolet.",7.5,Subcompact Cars,0.0175,foreign,https://www.caranddriver.com/audi/a5/specs/2022/audi_a5_audi-a5-cabriolet_2022/421610,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-audi-a5-coupe-101-1567777441.jpg,52845,All Wheel Drive,Intercooled Turbo Gas/Electric I-4,2,121,261,6300,273,4200,Auto-Shift Manual w/OD,7,6.8,23,31,26,15.3,397.8,351.9,474.3,108.8,184.9,72.7,54.5,,37.7,18 X 8.5,18 X 8.5,TRUE,4,81,9.3,,4045,,
414285,Audi,A5 Sportback,2021,Audi A5 Sportback,A5 Sportback Premium 40 TFSI quattro,sedan,"Both sexy and practical, the 2022 Audi A5 Sportback blends the best of what we love about the A4 sedan and the A5 coupe.",8.5,Midsize Cars,0.0175,foreign,https://www.caranddriver.com/audi/a5-sportback/specs/2021/audi_a5-sportback_audi-a5-sportback_2021/414285,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_a5-sportback_audi-a5-sportback_2021-1591307732048.jpg,42845,All Wheel Drive,Intercooled Turbo Gas/Electric I-4,2,121,201,4475,236,1450,Auto-Shift Manual w/OD,7,6.3,25,34,28,15.3,428.4,382.5,520.2,111.2,187.2,72.6,54.6,,38.4,18 X 8.5,18 X 8.5,TRUE,5,,21.8,,3759,,
421664,Audi,A6,2022,Audi A6,A6 Premium Plus 45 TFSI quattro,sedan,"Comfortable, spacious, handsome, technology-rich, and well-equipped, the 2022 Audi A6 checks the critical boxes for a modern mid-size luxury car.",8.5,Midsize Cars,0.015,foreign,https://www.caranddriver.com/audi/a6/specs/2022/audi_a6_audi-a6_2022/421664,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_a6_audi-a6_2022-1631577443249.jpg,60845,All Wheel Drive,Intercooled Turbo Gas/Electric I-4,2,121,261,5000,273,1600,Auto-Shift Manual w/OD,7,6.7,23,32,26,19.3,501.8,443.9,617.6,115.1,194.4,74.3,57.4,4.2,39.7,19 X 8.5,19 X 8.5,TRUE,5,,13.7,,4101,,
421670,Audi,A6 Allroad,2022,Audi A6 Allroad,A6 allroad 3.0 TFSI Premium Plus,station wagon,The 2022 Audi A6 Allroad is a handsomely styled luxury wagon with an adjustable air suspension for when adventures take a more rock-strewn path.,9,Midsize Station Wagons,0.015,foreign,https://www.caranddriver.com/audi/a6-allroad/specs/2022/audi_a6-allroad_audi-a6-allroad_2022/421670,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_a6-allroad_audi-a6-allroad_2022-1634687430361.jpg,67945,All Wheel Drive,Intercooled Turbo Gas/Electric V-6,3,183,335,5000,369,1370,Auto-Shift Manual w/OD,7,7.6,21,28,23,19.3,443.9,405.3,540.4,115.2,194.9,74.9,58.9,5.5,36.4,20 X 8.5,20 X 8.5,TRUE,5,,77.9,,4486,,
421701,Audi,A7,2022,Audi A7,A7 Premium Plus 55 TFSI quattro,sedan,"The Audi A7 is a hatchback that is as fashionable as it is functional, and its high-tech features and notable refinement further fulfill its luxury billing.",9,Midsize Cars,0.01,foreign,https://www.caranddriver.com/audi/a7/specs/2022/audi_a7_audi-a7_2022/421701,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_a7_audi-a7_2022-1631573221256.jpg,75395,All Wheel Drive,Intercooled Turbo Gas/Electric V-6,3,183,335,5000,369,1370,Auto-Shift Manual w/OD,7,7.4,21,30,24,19.3,463.2,405.3,579,115.2,195.6,75.1,56,,36.4,20 X 8.5,20 X 8.5,TRUE,5,,,,4332,,
414143,Audi,A8,2021,Audi A8,A8 L 55 TFSI quattro,sedan,"Audi's most luxurious sedan, the 2022 A8, hides its high-dollar cabin behind a handsome, understated façade and rolls on a chassis that emphasizes a comfortable ride.",9,Large Cars,0.01,foreign,https://www.caranddriver.com/audi/a8/specs/2021/audi_a8_audi-a8_2021/414143,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_a8_audi-a8_2021-1591307064131.jpg,87545,All Wheel Drive,Intercooled Turbo Gas/Electric V-6,3,183,335,5000,369,1370,Automatic w/OD,8,8.5,17,26,21,21.7,455.7,368.9,564.2,123.2,208.7,76.6,58.6,,42.2,19 X 9,19 X 9,TRUE,5,,12.5,,4773,,
421580,Audi,Q3,2022,Audi Q3,Q3 S line Premium 45 TFSI quattro,suv,"If you took Audi's mid-size Q8 SUV and hit it with a shrink ray, it would turn into the frisky and maneuverable 2022 Q3.",8.5,Small SUV 4WD,0.01,foreign,https://www.caranddriver.com/audi/q3/specs/2022/audi_q3_audi-q3_2022/421580,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/audi_q3_audi-q3_2022-1631577922243.jpg,39295,All Wheel Drive,Intercooled Turbo Regular Unleaded I-4,2,121,228,6000,258,4100,Automatic w/OD,8,7.4,21,28,24,15.9,381.6,333.9,445.2,105.5,176.6,72.8,62.9,,38.4,18 X 7,18 X 7,TRUE,5,,48,5126,3913,1213,
425577,Audi,Q4 e-tron,2022,Audi Q4 e-tron,Q4 e-tron Premium 50 quattro,suv,Audi is growing its e-tron sub-brand of electric vehicles for 2022 with a dynamic duo of compact SUVs called Q4 e-tron and Q4 e-tron Sportback.,,Small SUV 4WD,0.01,foreign,https://www.caranddriver.com/audi/q4-e-tron/specs/2022/audi_q4-e-tron_audi-q4-e-tron_2022/425577,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-audi-q4-e-tron-127-1618346626.jpg,50995,All Wheel Drive,Electric,,,295,,,,Automatic,1,,,,,,,,,,,,,,,19 X 8,19 X 8,TRUE,5,,,,,,
