Trim_ID,Make,Model,Year,Style,Trim,Body_style,EPA_class,Pct_domestic_content,Origin,URL,Image,Price,Drivetrain,Engine,Engine_size_liters,Engine_size_inches,Max_horsepower,RPM_max_hp,Max_torque,RPM_max_torque,Transmission_type,Transmission_gears,CO2_emmissions,MPG_city,MPG_highway,MPG_combined,Fuel_capacity_gallons,Range_combined,Range_city,Range_highway,Wheelbase_inches,Length_inches,Width_inches,Height_inches,Ground_clearance_inches,Turning_diameter_ft,Front_wheel_size_inches,Rear_wheel_size_inches,Same_size_wheels,Seating_capacity,Cabin_volume_cubic_ft,Cargo_space_cubic_ft,GVWR_pounds,Curb_weight_pounds,Payload_capacity_pounds,Towing_capacity_pounds
419574,Acura,MDX,2022,Acura MDX,MDX SH-AWD w/Technology Package,suv,Small SUV 4WD,0.64,domestic,https://www.caranddriver.com/acura/mdx/specs/2022/acura_mdx_acura-mdx_2022/419574,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_mdx_acura-mdx_2022-1636133370049.jpg,54945.0,All Wheel Drive,Premium Unleaded V-6,3.5,212.0,290.0,6200.0,267.0,4700.0,Automatic w/OD,10,8.4,19.0,25.0,21.0,18.5,388.5,351.5,462.5,113.8,198.4,78.7,67.1,NA,40.5,20 X 9,20 X 9,True,7,139.1,95.0,NA,4529.0,NA,5000.0
419576,Acura,MDX,2022,Acura MDX,MDX SH-AWD w/Advance Package,suv,Small SUV 4WD,0.64,domestic,https://www.caranddriver.com/acura/mdx/specs/2022/acura_mdx_acura-mdx_2022/419576,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_mdx_acura-mdx_2022-1636133370049.jpg,61995.0,All Wheel Drive,Premium Unleaded V-6,3.5,212.0,290.0,6200.0,267.0,4700.0,Automatic w/OD,10,8.4,19.0,25.0,21.0,18.5,388.5,351.5,462.5,113.8,198.4,78.7,67.1,NA,40.5,20 X 9,20 X 9,True,7,139.1,95.0,NA,4565.0,NA,5000.0
419573,Acura,MDX,2022,Acura MDX,MDX SH-AWD,suv,Small SUV 4WD,0.64,domestic,https://www.caranddriver.com/acura/mdx/specs/2022/acura_mdx_acura-mdx_2022/419573,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_mdx_acura-mdx_2022-1636133370049.jpg,50245.0,All Wheel Drive,Premium Unleaded V-6,3.5,212.0,290.0,6200.0,267.0,4700.0,Automatic w/OD,10,8.4,19.0,25.0,21.0,18.5,388.5,351.5,462.5,113.8,198.4,78.7,67.1,NA,40.5,19 X 8.5,19 X 8.5,True,7,139.1,95.0,NA,4503.0,NA,5000.0
419575,Acura,MDX,2022,Acura MDX,MDX SH-AWD w/A-Spec Package,suv,Small SUV 4WD,0.64,domestic,https://www.caranddriver.com/acura/mdx/specs/2022/acura_mdx_acura-mdx_2022/419575,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_mdx_acura-mdx_2022-1636133370049.jpg,58445.0,All Wheel Drive,Premium Unleaded V-6,3.5,212.0,290.0,6200.0,267.0,4700.0,Automatic w/OD,10,8.4,19.0,25.0,21.0,18.5,388.5,351.5,462.5,113.8,198.4,78.7,67.1,NA,40.5,20 X 9,20 X 9,True,7,139.1,95.0,NA,4534.0,NA,5000.0
419577,Acura,MDX,2022,Acura MDX,MDX FWD,suv,Small SUV 2WD,0.64,domestic,https://www.caranddriver.com/acura/mdx/specs/2022/acura_mdx_acura-mdx_2022/419577,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_mdx_acura-mdx_2022-1636133370049.jpg,48245.0,Front Wheel Drive,Premium Unleaded V-6,3.5,212.0,290.0,6200.0,267.0,4700.0,Automatic w/OD,10,8.0,19.0,26.0,22.0,18.5,407.0,351.5,481.0,113.8,198.4,78.7,67.1,NA,40.5,19 X 8.5,19 X 8.5,True,7,139.1,95.0,NA,4271.0,NA,3500.0
419578,Acura,MDX,2022,Acura MDX,MDX FWD w/Technology Package,suv,Small SUV 2WD,0.64,domestic,https://www.caranddriver.com/acura/mdx/specs/2022/acura_mdx_acura-mdx_2022/419578,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_mdx_acura-mdx_2022-1636133370049.jpg,52945.0,Front Wheel Drive,Premium Unleaded V-6,3.5,212.0,290.0,6200.0,267.0,4700.0,Automatic w/OD,10,8.0,19.0,26.0,22.0,18.5,407.0,351.5,481.0,113.8,198.4,78.7,67.1,NA,40.5,20 X 9,20 X 9,True,7,139.1,95.0,NA,4297.0,NA,3500.0
423562,Acura,ILX,2022,Acura ILX,ILX Sedan w/Technology/A-Spec Package,sedan,Compact Cars,0.55,domestic,https://www.caranddriver.com/acura/ilx/specs/2022/acura_ilx_acura-ilx_2022/423562,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_ilx_acura-ilx_2022-1636143076846.jpg,33445.0,Front Wheel Drive,Premium Unleaded I-4,2.4,144.0,201.0,6800.0,180.0,3600.0,Auto-Shift Manual w/OD,8,6.3,24.0,34.0,28.0,13.2,369.59999999999997,316.79999999999995,448.79999999999995,105.1,182.2,70.6,55.6,4.4,36.8,18 X 7.5,18 X 7.5,True,5,89.3,12.4,NA,3148.0,NA,NA
423561,Acura,ILX,2022,Acura ILX,ILX Sedan w/Premium/A-Spec Package,sedan,Compact Cars,0.55,domestic,https://www.caranddriver.com/acura/ilx/specs/2022/acura_ilx_acura-ilx_2022/423561,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_ilx_acura-ilx_2022-1636143076846.jpg,31545.0,Front Wheel Drive,Premium Unleaded I-4,2.4,144.0,201.0,6800.0,180.0,3600.0,Auto-Shift Manual w/OD,8,6.3,24.0,34.0,28.0,13.2,369.59999999999997,316.79999999999995,448.79999999999995,105.1,182.2,70.6,55.6,4.4,36.8,18 X 7.5,18 X 7.5,True,5,89.3,12.4,NA,3144.0,NA,NA
423560,Acura,ILX,2022,Acura ILX,ILX Sedan w/Premium Package,sedan,Compact Cars,0.55,domestic,https://www.caranddriver.com/acura/ilx/specs/2022/acura_ilx_acura-ilx_2022/423560,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_ilx_acura-ilx_2022-1636143076846.jpg,29545.0,Front Wheel Drive,Premium Unleaded I-4,2.4,144.0,201.0,6800.0,180.0,3600.0,Auto-Shift Manual w/OD,8,6.3,24.0,34.0,28.0,13.2,369.59999999999997,316.79999999999995,448.79999999999995,105.1,182.2,70.6,55.6,4.4,36.8,17 X 7,17 X 7,True,5,89.3,12.4,NA,3122.0,NA,NA
423559,Acura,ILX,2022,Acura ILX,ILX Sedan,sedan,Compact Cars,0.55,domestic,https://www.caranddriver.com/acura/ilx/specs/2022/acura_ilx_acura-ilx_2022/423559,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_ilx_acura-ilx_2022-1636143076846.jpg,27545.0,Front Wheel Drive,Premium Unleaded I-4,2.4,144.0,201.0,6800.0,180.0,3600.0,Auto-Shift Manual w/OD,8,6.3,24.0,34.0,28.0,13.2,369.59999999999997,316.79999999999995,448.79999999999995,105.1,182.2,70.6,55.6,4.4,36.8,17 X 7,17 X 7,True,5,89.3,12.4,NA,3095.0,NA,NA
425066,Acura,NSX Type S,2022,Acura NSX,NSX Type S Coupe,coupe,Two Seaters,0.64,domestic,https://www.caranddriver.com/acura/nsx/specs/2022/acura_nsx_acura-nsx_2022/425066,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_nsx_acura-nsx_2022-1636139617719.jpg,171495.0,All Wheel Drive,Twin Turbo Gas/Electric V-6,3.5,213.0,600.0,6500.0,492.0,NA,Auto-Shift Manual w/OD,9,8.4,21.0,22.0,21.0,15.6,327.59999999999997,327.59999999999997,343.2,103.5,178.5,76.3,47.8,3.8,39.7,19 X 8.5,20 X 11,False,2,54.7,NA,NA,3878.0,NA,NA
418003,Acura,TLX,2021,Acura TLX,TLX SH-AWD,sedan,Compact Cars,0.65,domestic,https://www.caranddriver.com/acura/tlx/specs/2021/acura_tlx_acure-tlx_2021/418003,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_tlx_acure-tlx_2021-1636141684851.jpg,40545.0,All Wheel Drive,Intercooled Turbo Premium Unleaded I-4,2.0,122.0,272.0,6500.0,280.0,1600.0,Automatic w/OD,10,7.3,21.0,29.0,24.0,15.9,381.6,333.90000000000003,461.1,113.0,194.6,75.2,56.4,NA,40.1,18 X 8,18 X 8,True,5,93.4,13.5,NA,3927.0,NA,NA
418004,Acura,TLX,2021,Acura TLX,TLX SH-AWD w/Technology Package,sedan,Compact Cars,0.65,domestic,https://www.caranddriver.com/acura/tlx/specs/2021/acura_tlx_acure-tlx_2021/418004,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_tlx_acure-tlx_2021-1636141684851.jpg,44545.0,All Wheel Drive,Intercooled Turbo Premium Unleaded I-4,2.0,122.0,272.0,6500.0,280.0,1600.0,Automatic w/OD,10,7.3,21.0,29.0,24.0,15.9,381.6,333.90000000000003,461.1,113.0,194.6,75.2,56.4,NA,40.2,19 X 8.5,19 X 8.5,True,5,93.4,13.5,NA,3982.0,NA,NA
418006,Acura,TLX,2021,Acura TLX,TLX SH-AWD w/Advance Package,sedan,Compact Cars,0.65,domestic,https://www.caranddriver.com/acura/tlx/specs/2021/acura_tlx_acure-tlx_2021/418006,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_tlx_acure-tlx_2021-1636141684851.jpg,49345.0,All Wheel Drive,Intercooled Turbo Premium Unleaded I-4,2.0,122.0,272.0,6500.0,280.0,1600.0,Automatic w/OD,10,7.3,21.0,29.0,24.0,15.9,381.6,333.90000000000003,461.1,113.0,194.6,75.2,56.4,NA,40.2,19 X 8.5,19 X 8.5,True,5,93.4,13.5,NA,4028.0,NA,NA
418005,Acura,TLX,2021,Acura TLX,TLX SH-AWD w/A-Spec Package,sedan,Compact Cars,0.65,domestic,https://www.caranddriver.com/acura/tlx/specs/2021/acura_tlx_acure-tlx_2021/418005,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_tlx_acure-tlx_2021-1636141684851.jpg,47295.0,All Wheel Drive,Intercooled Turbo Premium Unleaded I-4,2.0,122.0,272.0,6500.0,280.0,1600.0,Automatic w/OD,10,7.3,21.0,29.0,24.0,15.9,381.6,333.90000000000003,461.1,113.0,194.6,75.2,56.4,NA,40.2,19 X 8.5,19 X 8.5,True,5,93.4,13.5,NA,3990.0,NA,NA
418001,Acura,TLX,2021,Acura TLX,TLX FWD w/Technology Package,sedan,Compact Cars,0.65,domestic,https://www.caranddriver.com/acura/tlx/specs/2021/acura_tlx_acure-tlx_2021/418001,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_tlx_acure-tlx_2021-1636141684851.jpg,42545.0,Front Wheel Drive,Intercooled Turbo Premium Unleaded I-4,2.0,122.0,272.0,6500.0,280.0,1600.0,Automatic w/OD,10,7.0,22.0,31.0,25.0,15.9,397.5,349.8,492.90000000000003,113.0,194.6,75.2,56.4,NA,40.2,19 X 8.5,19 X 8.5,True,5,93.4,13.5,NA,3756.0,NA,NA
418007,Acura,TLX,2021,Acura TLX,TLX FWD w/Advance Package,sedan,Compact Cars,0.65,domestic,https://www.caranddriver.com/acura/tlx/specs/2021/acura_tlx_acure-tlx_2021/418007,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_tlx_acure-tlx_2021-1636141684851.jpg,47345.0,Front Wheel Drive,Intercooled Turbo Premium Unleaded I-4,2.0,122.0,272.0,6500.0,280.0,1600.0,Automatic w/OD,10,7.0,22.0,31.0,25.0,15.9,397.5,349.8,492.90000000000003,113.0,194.6,75.2,56.4,NA,40.2,19 X 8.5,19 X 8.5,True,5,93.4,13.5,NA,3814.0,NA,NA
418000,Acura,TLX,2021,Acura TLX,TLX FWD,sedan,Compact Cars,0.65,domestic,https://www.caranddriver.com/acura/tlx/specs/2021/acura_tlx_acure-tlx_2021/418000,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_tlx_acure-tlx_2021-1636141684851.jpg,38545.0,Front Wheel Drive,Intercooled Turbo Premium Unleaded I-4,2.0,122.0,272.0,6500.0,280.0,1600.0,Automatic w/OD,10,7.0,22.0,31.0,25.0,15.9,397.5,349.8,492.90000000000003,113.0,194.6,75.2,56.4,NA,40.1,18 X 8,18 X 8,True,5,93.4,13.5,NA,3709.0,NA,NA
418002,Acura,TLX,2021,Acura TLX,TLX FWD w/A-Spec Package,sedan,Compact Cars,0.65,domestic,https://www.caranddriver.com/acura/tlx/specs/2021/acura_tlx_acure-tlx_2021/418002,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_tlx_acure-tlx_2021-1636141684851.jpg,45295.0,Front Wheel Drive,Intercooled Turbo Premium Unleaded I-4,2.0,122.0,272.0,6500.0,280.0,1600.0,Automatic w/OD,10,7.1,22.0,30.0,25.0,15.9,397.5,349.8,477.0,113.0,194.6,75.2,56.4,NA,40.2,19 X 8.5,19 X 8.5,True,5,93.4,13.5,NA,3784.0,NA,NA
422742,Acura,TLX,2021,Acura TLX Type S,TLX Type S SH-AWD,sedan,Compact Cars,0.65,domestic,https://www.caranddriver.com/acura/tlx/specs/2021/acura_tlx_acura-tlx-type-s_2021/422742,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_tlx_acura-tlx-type-s_2021-1636141431251.jpg,53345.0,All Wheel Drive,Intercooled Turbo Premium Unleaded V-6,3.0,NA,355.0,5500.0,354.0,1400.0,Automatic w/OD,10,8.4,19.0,25.0,21.0,15.9,333.90000000000003,302.1,397.5,113.0,194.6,75.2,56.4,NA,40.2,20 X 9,20 X 9,True,5,93.4,13.5,NA,4221.0,NA,NA
422743,Acura,TLX,2021,Acura TLX Type S,TLX Type S w/Performance Tire SH-AWD,sedan,Compact Cars,0.65,domestic,https://www.caranddriver.com/acura/tlx/specs/2021/acura_tlx_acura-tlx-type-s_2021/422743,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_tlx_acura-tlx-type-s_2021-1636141431251.jpg,54145.0,All Wheel Drive,Intercooled Turbo Premium Unleaded V-6,3.0,NA,355.0,5500.0,354.0,1400.0,Automatic w/OD,10,8.4,19.0,24.0,21.0,15.9,333.90000000000003,302.1,381.6,113.0,194.6,75.2,56.4,NA,40.2,20 X 9,20 X 9,True,5,93.4,13.5,NA,4200.0,NA,NA
409741,Acura,RLX,2020,Acura RLX,RLX Sedan w/Technology Pkg,sedan,Midsize Cars,0.0,foreign,https://www.caranddriver.com/acura/rlx/specs/2020/acura_rlx_acura-rlx_2020/409741,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_rlx_acura-rlx_2020-1636142236748.jpg,55925.0,Front Wheel Drive,Premium Unleaded V-6,3.5,212.0,310.0,6500.0,272.0,4500.0,Automatic w/OD,10,7.6,20.0,29.0,23.0,18.5,425.5,370.0,536.5,112.2,198.1,74.4,57.7,3.8,40.5,19 X 8,19 X 8,True,5,102.1,14.9,NA,3977.0,NA,NA
409742,Acura,RLX,2020,Acura RLX hybrid,RLX Sedan Sport Hybrid w/Advance Pkg,sedan,Midsize Cars,0.0,foreign,https://www.caranddriver.com/acura/rlx/specs/2020/acura_rlx_acura-rlx-hybrid_2020/409742,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/vdat/submodels/acura_rlx_acura-rlx-hybrid_2020-1636142248301.jpg,62925.0,All Wheel Drive,Gas/Electric V-6,3.5,212.0,377.0,6500.0,341.0,4700.0,Auto-Shift Manual w/OD,7,6.3,28.0,29.0,28.0,15.1,422.8,422.8,437.9,112.2,198.1,74.4,57.7,3.8,40.5,19 X 8,19 X 8,True,5,102.1,12.0,NA,4380.0,NA,NA
363880,Acura,TL,2014,Acura TL,TL SH-AWD Automatic with Advanced Package,sedan,Midsize Cars,0.64,domestic,https://www.caranddriver.com/acura/tl/specs/2014/acura_tl_acura-tl_2014/363880,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5859.jpg,46430.0,All Wheel Drive,Premium Unleaded V-6,3.7,224.0,305.0,6300.0,273.0,5000.0,Automatic w/OD,6,8.5,18.0,26.0,21.0,18.5,388.5,333.0,481.0,109.3,194.0,74.0,57.2,4.4,38.4,19 X 8,19 X 8,True,5,98.2,12.5,NA,4001.0,NA,NA
363879,Acura,TL,2014,Acura TL,TL SH-AWD Automatic with Technology Package,sedan,Midsize Cars,0.64,domestic,https://www.caranddriver.com/acura/tl/specs/2014/acura_tl_acura-tl_2014/363879,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5859.jpg,44230.0,All Wheel Drive,Premium Unleaded V-6,3.7,224.0,305.0,6300.0,273.0,5000.0,Automatic w/OD,6,8.5,18.0,26.0,21.0,18.5,388.5,333.0,481.0,109.3,194.0,74.0,57.2,4.4,38.4,18 X 8,18 X 8,True,5,98.2,12.5,NA,3982.0,NA,NA
363878,Acura,TL,2014,Acura TL,TL SH-AWD Manual with Technology Package,sedan,Midsize Cars,0.64,domestic,https://www.caranddriver.com/acura/tl/specs/2014/acura_tl_acura-tl_2014/363878,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5859.jpg,44230.0,All Wheel Drive,Premium Unleaded V-6,3.7,224.0,305.0,6300.0,273.0,5000.0,Manual w/OD,6,9.0,17.0,25.0,20.0,18.5,370.0,314.5,462.5,109.3,194.0,74.0,57.2,4.4,38.4,18 X 8,18 X 8,True,5,98.2,12.5,NA,3872.0,NA,NA
363877,Acura,TL,2014,Acura TL,TL SH-AWD Automatic,sedan,Midsize Cars,0.64,domestic,https://www.caranddriver.com/acura/tl/specs/2014/acura_tl_acura-tl_2014/363877,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5859.jpg,40500.0,All Wheel Drive,Premium Unleaded V-6,3.7,224.0,305.0,6300.0,273.0,5000.0,Automatic w/OD,6,8.5,18.0,26.0,21.0,18.5,388.5,333.0,481.0,109.3,194.0,74.0,57.2,4.4,38.4,18 X 8,18 X 8,True,5,98.2,12.5,NA,3968.0,NA,NA
363875,Acura,TL,2014,Acura TL,TL 2WD Automatic with Advanced Package,sedan,Midsize Cars,0.64,domestic,https://www.caranddriver.com/acura/tl/specs/2014/acura_tl_acura-tl_2014/363875,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5859.jpg,42880.0,Front Wheel Drive,Premium Unleaded V-6,3.5,212.0,280.0,6200.0,254.0,5000.0,Automatic w/OD,6,7.8,20.0,29.0,23.0,18.5,425.5,370.0,536.5,109.3,194.0,74.0,57.2,4.5,38.4,18 X 8,18 X 8,True,5,98.2,13.1,NA,3770.0,NA,NA
363874,Acura,TL,2014,Acura TL,TL 2WD Automatic with Technology Package,sedan,Midsize Cars,0.64,domestic,https://www.caranddriver.com/acura/tl/specs/2014/acura_tl_acura-tl_2014/363874,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5859.jpg,40680.0,Front Wheel Drive,Premium Unleaded V-6,3.5,212.0,280.0,6200.0,254.0,5000.0,Automatic w/OD,6,7.8,20.0,29.0,23.0,18.5,425.5,370.0,536.5,109.3,194.0,74.0,57.2,4.5,38.4,17 X 8,17 X 8,True,5,98.2,13.1,NA,3741.0,NA,NA
363876,Acura,TL,2014,Acura TL,TL 2WD Automatic Special Edition,sedan,Midsize Cars,0.64,domestic,https://www.caranddriver.com/acura/tl/specs/2014/acura_tl_acura-tl_2014/363876,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5859.jpg,38450.0,Front Wheel Drive,Premium Unleaded V-6,3.5,212.0,280.0,6200.0,254.0,5000.0,Automatic w/OD,6,7.8,20.0,29.0,23.0,18.5,425.5,370.0,536.5,109.3,194.0,74.0,57.2,4.5,38.4,18 X 8,18 X 8,True,5,98.2,13.1,NA,3756.0,NA,NA
363873,Acura,TL,2014,Acura TL,TL 2WD Automatic,sedan,Midsize Cars,0.64,domestic,https://www.caranddriver.com/acura/tl/specs/2014/acura_tl_acura-tl_2014/363873,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5859.jpg,36950.0,Front Wheel Drive,Premium Unleaded V-6,3.5,212.0,280.0,6200.0,254.0,5000.0,Automatic w/OD,6,7.8,20.0,29.0,23.0,18.5,425.5,370.0,536.5,109.3,194.0,74.0,57.2,4.5,38.4,17 X 8,17 X 8,True,5,98.2,13.1,NA,3726.0,NA,NA
364160,Acura,TSX,2014,Acura TSX Sport Wagon,TSX Sport Wagon Automatic with Technology Package,station-wagon,Small Station Wagons,0.64,domestic,https://www.caranddriver.com/acura/tsx/specs/2014/acura_tsx_acura-tsx-sport-wagon_2014/364160,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5906.jpg,36555.0,Front Wheel Drive,Premium Unleaded I-4,2.4,144.0,201.0,7000.0,170.0,4300.0,Automatic w/OD,5,7.2,22.0,30.0,25.0,18.5,462.5,407.0,555.0,106.5,189.2,72.4,57.9,5.9,36.7,17 X 7.5,17 X 7.5,True,5,94.4,66.2,NA,3609.0,NA,NA
364159,Acura,TSX,2014,Acura TSX Sport Wagon,TSX Sport Wagon Automatic,station-wagon,Small Station Wagons,0.64,domestic,https://www.caranddriver.com/acura/tsx/specs/2014/acura_tsx_acura-tsx-sport-wagon_2014/364159,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5906.jpg,32905.0,Front Wheel Drive,Premium Unleaded I-4,2.4,144.0,201.0,7000.0,170.0,4300.0,Automatic w/OD,5,7.2,22.0,30.0,25.0,18.5,462.5,407.0,555.0,106.5,189.2,72.4,57.9,5.9,36.7,17 X 7.5,17 X 7.5,True,5,94.4,66.2,NA,3585.0,NA,NA
364154,Acura,TSX,2014,Acura TSX,TSX V6 Automatic with Technology Package,sedan,Compact Cars,0.64,domestic,https://www.caranddriver.com/acura/tsx/specs/2014/acura_tsx_acura-tsx_2014/364154,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5861.jpg,40195.0,Front Wheel Drive,Premium Unleaded V-6,3.5,212.0,280.0,6200.0,254.0,5000.0,Automatic w/OD,5,7.8,19.0,28.0,23.0,18.5,425.5,351.5,518.0,106.5,185.6,72.4,56.7,5.9,38.1,18 X 8,18 X 8,True,5,94.5,14.0,NA,3680.0,NA,NA
364153,Acura,TSX,2014,Acura TSX,TSX Automatic with Technology Package,sedan,Compact Cars,0.64,domestic,https://www.caranddriver.com/acura/tsx/specs/2014/acura_tsx_acura-tsx_2014/364153,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5861.jpg,34655.0,Front Wheel Drive,Premium Unleaded I-4,2.4,144.0,201.0,7000.0,170.0,4300.0,Automatic w/OD,5,6.9,22.0,31.0,26.0,18.5,481.0,407.0,573.5,106.5,185.6,72.4,56.7,5.9,36.7,17 X 7.5,17 X 7.5,True,5,94.5,14.0,NA,3494.0,NA,NA
364158,Acura,TSX,2014,Acura TSX,TSX Automatic with Special Edition,sedan,Compact Cars,0.64,domestic,https://www.caranddriver.com/acura/tsx/specs/2014/acura_tsx_acura-tsx_2014/364158,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5861.jpg,32555.0,Front Wheel Drive,Premium Unleaded I-4,2.4,144.0,201.0,7000.0,170.0,4300.0,Automatic w/OD,5,6.9,22.0,31.0,26.0,18.5,481.0,407.0,573.5,106.5,185.6,72.4,56.7,5.9,36.7,17 X 7.5,17 X 7.5,True,5,94.5,14.0,NA,3479.0,NA,NA
364157,Acura,TSX,2014,Acura TSX,TSX Manual with Special Edition,sedan,Compact Cars,0.64,domestic,https://www.caranddriver.com/acura/tsx/specs/2014/acura_tsx_acura-tsx_2014/364157,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5861.jpg,32555.0,Front Wheel Drive,Premium Unleaded I-4,2.4,144.0,201.0,7000.0,170.0,4300.0,Automatic w/OD,5,6.9,21.0,29.0,24.0,18.5,444.0,388.5,536.5,106.5,185.6,72.4,56.7,5.9,36.7,17 X 7.5,17 X 7.5,True,5,94.5,14.0,NA,3409.0,NA,NA
364152,Acura,TSX,2014,Acura TSX,TSX Automatic,sedan,Compact Cars,0.64,domestic,https://www.caranddriver.com/acura/tsx/specs/2014/acura_tsx_acura-tsx_2014/364152,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5861.jpg,31555.0,Front Wheel Drive,Premium Unleaded I-4,2.4,144.0,201.0,7000.0,170.0,4300.0,Automatic w/OD,5,6.9,22.0,31.0,26.0,18.5,481.0,407.0,573.5,106.5,185.6,72.4,56.7,5.9,36.7,17 X 7.5,17 X 7.5,True,5,94.5,14.0,NA,3479.0,NA,NA
356136,Acura,ZDX,2013,Acura ZDX,ZDX AWD,station-wagon,4WD Sport Utility,0.64,domestic,https://www.caranddriver.com/acura/zdx/specs/2013/acura_zdx_acura-zdx_2013/356136,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/5342.jpg,51815.0,All Wheel Drive,Gas V6,3.7,224.0,300.0,6300.0,270.0,4500.0,Automatic,6,9.6,16.0,23.0,19.0,21.0,399.0,336.0,483.0,108.3,192.4,78.5,62.8,7.9,38.4,19 x 8.5,19 x 8.5,True,5,91.2,55.8,NA,4424.0,NA,NA
338733,Acura,RL,2012,Acura RL,RL Automatic with Technology Package and CMBS,sedan,Mid-Size,0.64,domestic,https://www.caranddriver.com/acura/rl/specs/2012/acura_rl_acura-rl_2012/338733,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/4663.jpg,57045.0,All Wheel Drive,Gas V6,3.7,224.0,300.0,6300.0,271.0,5000.0,Automatic,6,9.1,17.0,24.0,20.0,19.4,388.0,329.79999999999995,465.59999999999997,110.2,195.8,72.7,57.2,5.7,38.7,18 x 8.0,18 x 8.0,True,5,99.1,13.8,NA,4112.0,NA,NA
338731,Acura,RL,2012,Acura RL,RL Automatic with Technology Package,sedan,Mid-Size,0.64,domestic,https://www.caranddriver.com/acura/rl/specs/2012/acura_rl_acura-rl_2012/338731,https://hips.hearstapps.com/amv-prod-cad-assets.s3.amazonaws.com/media/assets/submodel/4663.jpg,53245.0,All Wheel Drive,Gas V6,3.7,224.0,300.0,6300.0,271.0,5000.0,Automatic,6,9.1,17.0,24.0,20.0,19.4,388.0,329.79999999999995,465.59999999999997,110.2,195.8,72.7,57.2,5.7,38.7,18 x 8.0,18 x 8.0,True,5,99.1,13.8,NA,4112.0,NA,NA
